ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID
47,席娃西斯,0,0,89,0,0,0,0,0,0
48,科里崇,0,0,89,0,0,0,0,0,0
49,惡臭啤酒桶,0,0,90,0,50,-50,0,0,0
50,宙斯卡,0,0,89,0,50,-50,0,0,0
51,水下寶藏,22051,0,88,0,50,-50,0,0,0
52,完整的札西姆,22056,0,90,0,50,-50,0,0,0
53,嗜鶴虎,0,0,89,0,50,-50,0,0,0
54,黑衣衛的貨物,22347,0,88,0,50,0,0,0,0
55,庫庫魯的寶箱,0,0,88,0,50,-50,0,0,0
56,被繩子綁住的寶箱,0,0,88,8,0,-30,0,0,0
57,閃閃發光的寶箱,0,0,88,8,0,-50,0,0,0
58,閃閃發光的背袋,0,0,88,8,50,-50,0,0,0
59,查蘭,0,0,89,0,50,-50,0,0,0
60,深海之煞卡卡諾,0,0,89,0,50,-50,0,0,0
61,藤壺號之戰,0,0,90,0,0,0,0,0,0
62,Jeremy's Test Vignette,0,0,252,66,0,0,0,0,0
63,月牙,0,0,89,0,0,0,0,0,0
64,進入洞穴,22415,0,90,0,50,-50,0,0,0
65,鐵鬃鋼角,0,0,89,0,50,-50,0,0,0
66,癒葉妖,0,0,89,0,0,-50,0,0,0
67,巨型龜怒殼,0,0,89,0,50,-50,0,0,0
68,翡翠雄鶴,0,0,89,0,50,-50,0,0,0
69,『蟲群使者』古奇,0,0,89,0,50,-50,0,0,0
70,碧火之靈,22604,0,89,0,50,-50,0,0,0
71,喋喋歪歪人,0,0,89,0,50,-50,0,0,0
72,維茨格,0,0,90,0,50,-50,0,0,0
73,『餿酒』祝貢,0,0,89,0,50,-50,0,0,0
74,史勒剋,0,0,89,0,50,-50,0,0,0
75,血靈迦尼亞,120653,0,977,66660,0,0,0,0,0
76,石蘚行者,120653,0,977,66660,0,0,0,0,0
77,燼火之靈,120653,0,977,66660,0,0,0,0,0
78,薩弗卡,120653,0,977,66660,0,0,0,0,0
79,霍龍,120653,0,977,66660,0,0,0,0,0
80,巨怪蟹王,120653,0,977,66660,0,0,0,0,0
81,布弗,120653,0,977,66660,0,0,0,0,0
82,『毀滅之艦』維蘇威號,120653,0,977,66660,0,0,0,0,0
83,格坎納,120653,0,977,66660,0,0,0,0,0
84,帝王蟒蛇,120653,0,977,66660,0,0,0,0,0
85,無盡之喉,120653,0,977,66660,0,0,0,0,0
86,火焰大祭司,120653,0,977,66660,0,0,0,0,0
87,看守者歐蘇,120653,0,977,66660,0,0,0,0,0
88,『灼烙者』烏篤爾,120653,0,977,66660,0,0,0,0,0
89,『歐朵勇士』賈庫爾,120653,0,977,66660,0,0,0,0,0
90,燧石劍士蓋然,120653,0,977,66660,0,0,0,0,0
91,黑焰勇士,120653,0,977,66660,0,0,0,0,0
92,閃閃發光的紅鶴雕像,22067,0,90,8,0,-50,0,0,0
93,古老的鹽咬龜,23564,0,89,0,0,0,0,0,0
94,Sooty,0,0,90,0,50,50,0,0,0
95,臭辮子,120653,0,977,66660,0,0,0,0,0
96,拉沙,0,0,89,0,0,-50,0,0,0
97,威利‧懷爾德,0,0,89,0,0,-50,0,0,0
98,贊達拉戰爭斥候,0,0,89,0,0,-50,0,0,0
99,慕兒塔,0,0,89,0,0,-50,0,0,0
100,卡爾‧開戰者,0,0,89,0,0,-50,0,0,0
101,『陰影』尤邦提,0,0,89,0,0,-50,0,0,0
102,迪薩‧懼衛,0,0,89,0,0,-50,0,0,0
103,達然‧破夜者,0,0,89,0,0,-50,0,0,0
104,梅薇思‧重創,0,0,89,0,0,-50,0,0,0
105,弗迪南,0,0,89,0,0,-50,0,0,0
106,黑蹄,0,0,89,0,0,-50,0,0,0
107,頭目南納斯,0,0,89,0,0,-50,0,0,0
108,靈巧的伊克伊克,0,0,89,0,0,-50,0,0,0
109,猶勒,0,0,89,0,0,-50,0,0,0
110,史闊契,0,0,89,0,0,-50,0,0,0
111,史並進,0,0,89,0,0,-50,0,0,0
112,博諾伯,0,0,89,0,0,-50,0,0,0
113,恰伯伯,0,0,89,0,0,-50,0,0,0
114,『疾雲』艾崙,0,0,89,0,0,-50,0,0,0
115,艾利‧天鏡,0,0,89,0,0,-50,0,0,0
116,煜爾‧蠻爪,0,0,89,0,0,-50,0,0,0
117,『漫遊者』阿宏,0,0,89,0,0,-50,0,0,0
118,魯恩‧幽爪,0,0,89,0,0,-50,0,0,0
119,納斯拉‧汙皮,0,0,89,0,0,-50,0,0,0
120,『行者』烏洛比,0,0,89,0,0,-50,0,0,0
121,『獨眼』魔朵,0,0,89,0,0,-50,0,0,0
122,歐姆尼斯‧格林洛克,0,0,89,0,0,-50,0,0,0
123,『磨石』西翠斯,0,0,89,0,0,-50,0,0,0
124,『神諭者』尼索斯,0,0,89,0,0,-50,0,0,0
125,『重鱗』阿內斯,0,0,89,0,0,-50,0,0,0
126,沙利斯戰爭斥候,0,0,89,0,0,-50,0,0,0
127,薩爾納克,0,0,89,0,0,-50,0,0,0
128,『獵潮者』山恩,0,0,89,0,0,-50,0,0,0
129,納拉許‧沃丹提斯,0,0,89,0,0,-50,0,0,0
130,艾須戎,0,0,89,0,0,-50,0,0,0
131,『流亡者』載,0,0,89,0,0,-50,0,0,0
132,舟倪師‧水行者,0,0,89,0,0,-50,0,0,0
133,思勒那,0,0,89,0,0,-50,0,0,0
134,艾西斯,0,0,89,0,0,-50,0,0,0
135,『枯索者』卡提克,0,0,89,0,0,-50,0,0,0
136,賈洛克,0,0,89,0,0,-50,0,0,0
137,『潛獵者』利犀客,0,0,89,0,0,-50,0,0,0
138,思基席克,0,0,89,0,0,-50,0,0,0
139,托里克‧艾希斯,0,0,89,0,0,-50,0,0,0
140,『撕裂者』納拉克,0,0,89,0,0,-50,0,0,0
141,克雷西克,0,0,89,0,0,-50,0,0,0
142,烏果烈,0,0,89,0,0,-50,0,0,0
143,『大刀』寇羅,0,0,89,0,0,-50,0,0,0
144,喀提兒,0,0,89,0,0,-50,0,0,0
145,哈瓦克,0,0,89,0,0,-50,0,0,0
146,曲奈斯,0,0,89,0,0,-50,0,0,0
147,強達兒,0,0,89,0,0,-50,0,0,0
148,魔津‧碎齒,0,0,89,0,0,-50,0,0,0
149,『偷魂手』康,0,0,89,0,0,-50,0,0,0
150,『晦暗者』卡爾,0,0,89,0,0,-50,0,0,0
151,諾拉克斯,0,0,89,0,0,-50,0,0,0
152,伯巾‧暗拳,0,0,89,0,0,-50,0,0,0
153,『鴆毒』加崙,0,0,89,0,0,-50,0,0,0
154,蘇里索爾,0,0,89,0,0,-50,0,0,0
155,寇納斯‧夜蠻,0,0,89,0,0,-50,0,0,0
156,『銳眼』尤里克,0,0,89,0,0,-50,0,0,0
157,『破壞者』搭克,0,0,89,0,0,-50,0,0,0
158,『公牛』隆恩,0,0,89,0,0,-50,0,0,0
159,闊達‧托羅斯,0,0,89,0,0,-50,0,0,0
160,郭墾,0,0,89,0,0,-50,0,0,0
161,瑟爾林‧卡斯迪諾夫醫生,0,0,89,0,0,-50,0,0,0
162,孟塔,0,0,977,65636,0,0,0,0,0
163,贊達拉戰爭使者,0,0,89,0,0,-50,0,0,0
164,戰神兜卡,0,0,977,65636,0,0,0,0,0
165,普羅堅尼斯,0,0,977,65636,0,0,0,0,0
166,『天爪』庫賴,0,0,977,65636,0,0,0,0,0
167,戈達,0,0,977,65636,0,0,0,0,0
168,弒神巨人拉穆克,0,0,977,65636,0,0,0,0,0
169,『全知者』阿塔比姆,0,0,977,65636,0,0,0,0,0
170,斷脊者兀魯,0,0,977,65636,0,0,0,0,0
171,魯班,0,0,977,65636,0,0,0,0,0
172,莫托爾,0,0,977,65636,0,0,0,0,0
173,克拉卡農,0,0,89,0,0,-50,0,0,0
180,食人松鼠,22205,0,89,0,0,0,0,0,0
194,巨人殺手庫爾,21910,0,89,0,0,-10,0,0,0
195,峽谷冰母蜥蜴,22015,0,89,0,0,0,0,0,0
196,雷霆王儲物箱,21965,0,88,0,10,0,0,0,0
197,燼喉,23327,0,89,0,0,0,0,0,0
198,曲時之塔,23329,0,88,32,0,0,0,0,0
199,老練的霜狼精兵,23097,0,90,0,0,0,0,0,0
200,火怒岩,23325,0,90,0,0,0,0,0,0
201,火怒巨人,23325,0,89,0,0,0,0,0,0
202,『吞噬者』博若克,23344,0,90,0,0,0,0,0,0
203,『熔岩暴飲者』格古阿克,23345,0,89,0,0,0,0,0,0
204,吞噬者的胃石,23344,0,88,0,0,0,0,0,0
205,維洛斯,23565,0,89,0,0,0,0,0,0
207,毒葵,23567,0,89,0,0,0,0,0,0
211,布滿灰塵的箱子,23084,0,88,0,0,0,0,0,0
212,大劍師薩魯克,23601,0,89,0,0,0,0,0,0
213,Future Vignette Placeholder,0,0,89,4,50,-50,0,0,0
214,原獵者姆拉格,24280,0,89,0,0,0,0,0,0
215,黑暗聚化體,24373,0,89,0,0,0,0,0,0
216,噴腐蟾蜍,24393,0,89,0,0,0,0,0,0
217,戮顎,24401,0,89,0,0,0,0,0,0
218,阿瑪烏卡,24402,0,89,0,0,0,0,0,0
219,鋼鐵部落商隊,24407,0,88,0,0,0,0,0,0
220,鐵連枷,24414,0,88,0,0,0,0,0,0
221,喚影者暗迦,24415,0,89,0,0,0,0,0,0
222,岩蹄,24454,0,89,0,0,0,0,0,0
223,亞魯梅爾的釘錘,24556,0,88,0,0,0,0,0,0
224,巨大的母河馬,24582,0,89,0,0,0,0,0,0
225,『哀慟』冷踏,24591,0,89,0,0,0,0,0,0
226,巨人殺手狩獵隊,24592,0,89,0,0,0,0,0,0
227,寒牙,24594,0,89,0,0,0,0,0,0
228,斥候戈爾西克,24595,0,89,0,0,0,0,0,0
229,痛毆者,0,34133,89,0,0,0,0,0,0
230,『焚化者』亞芝菈,24599,0,89,0,0,0,0,0,0
231,歿日博士,24620,0,89,0,0,0,0,0,0
232,『醉漢』卡爾瑞克,24621,0,89,0,0,0,0,0,0
233,維伯拉許,24626,0,89,0,0,0,0,0,0
234,哥布林妮可希,24635,0,89,0,0,0,0,0,0
235,巨大的昆蟲,24637,0,89,0,0,0,0,0,0
236,狂亂的魔像,24639,0,89,0,0,0,0,0,0
237,『血肉撕裂者』克洛,24641,0,89,0,0,0,0,0,0
238,禽母哈米,24642,0,89,0,0,0,0,0,0
239,烈沙暴,24644,0,89,0,0,0,0,0,0
240,拉佛拉,24646,0,89,0,0,0,0,0,0
241,阿爾寇,24666,0,90,0,0,0,0,0,0
242,鎚齒,24668,0,89,0,0,0,0,0,0
243,微光之翼,24680,0,89,0,0,0,0,0,0
244,鋼鐵部落槍手,24694,0,89,0,0,0,0,0,0
245,拉坎,24705,0,89,0,0,0,0,0,0
246,『巨人』血花,24706,0,89,0,0,0,0,0,0
247,洛爾丹,24709,0,89,0,0,0,0,0,0
248,拯救隱士的居所,24711,0,90,0,0,0,0,0,0
249,遊蕩的復仇者,24717,0,89,0,0,0,0,0,0
250,洛瑪格‧碎顎者,24721,0,89,0,0,0,0,0,0
251,莫爾墨的回聲,24745,34221,89,0,0,0,0,0,0
252,巨蛇,24748,0,89,0,0,0,0,0,0
253,鋼鐵部落獵人,24775,0,89,0,0,0,0,0,0
254,刺骨鑽行蟲,24992,0,89,0,0,0,0,0,0
255,育母瑞格艾克,24995,0,89,0,0,0,0,0,0
256,大術士杜蕾絲,25024,0,89,0,0,0,0,0,0
257,瘤顎,25078,0,89,0,0,0,0,0,0
258,軟泥怪之王,25079,0,89,0,0,0,0,0,0
259,蒼白魚販,25156,0,89,0,0,0,0,0,0
260,冰封寶藏,25169,0,90,0,0,0,0,0,0
261,颶風怒靈,25170,0,89,0,0,0,0,0,0
262,『凱旋者』卡拉佐斯,31421,35219,89,0,0,0,0,0,0
263,葛佐瑪爾,31421,35219,89,0,0,0,0,0,0
264,『冰霜女巫』艾姿卡,27814,0,89,0,50,-50,0,0,0
265,考德拉‧馬克拉,27814,0,89,0,50,-50,0,0,0
266,勇士洛戈爾,27814,0,89,0,50,-50,0,0,0
267,亡擊者琪茲,27814,0,89,0,50,-50,0,0,0
268,大地掌控者羅戈克,27814,0,89,0,50,-50,0,0,0
269,元素師烏翠拉,27814,0,89,0,50,-50,0,0,0
270,熔爐總管塔爾珈,27814,0,89,0,50,-50,0,0,0
271,殲敵者卡戈爾,27814,0,89,0,50,-50,0,0,0
272,破陣者德魯格,0,0,89,0,50,-50,0,0,0
273,羅格朗‧鐵拳,27814,0,89,0,50,-50,0,0,0
274,『裂峰者』瑪格莫斯,27814,0,89,0,50,-50,0,0,0
275,戰爭監護者歐克里拉,0,0,89,0,50,-50,0,0,0
276,巡路者德拉加,27814,0,89,0,50,-50,0,0,0
277,熾炎法師辛德菈,27814,0,89,0,50,-50,0,0,0
278,疤甲‧克雷格,27814,0,89,0,50,-50,0,0,0
279,斥候大師哈薩克,27814,0,89,0,50,-50,0,0,0
280,劈顱者古朗恩,27814,0,89,0,50,-50,0,0,0
281,巨石侍衛長舒菈,0,0,89,0,50,-50,0,0,0
282,戰爭施法者巴格爾,27814,0,89,0,50,-50,0,0,0
283,座狼大師拉坎,0,0,89,0,50,-50,0,0,0
284,建築遭到攻擊,0,0,120,70,50,-50,0,0,0
285,絕息,25280,0,89,0,0,0,0,0,0
286,克里奇斯,0,34498,89,0,0,0,0,0,0
287,鑄鐵山石崩,27814,0,89,0,50,-50,0,0,0
288,鑄鐵煉獄火,27814,0,89,0,50,-50,0,0,0
289,鋼鐵部落戰爭機具,0,0,89,0,50,-50,0,0,0
290,監工穆格菈,0,0,89,0,50,-50,0,0,0
291,獎勵目標：禁忌冰川,25308,0,116,64,0,0,0,0,0
292,冰凍的斧頭,25306,0,0,0,0,0,0,0,0
293,戈魯,25314,0,89,0,0,0,0,0,0
294,獎勵目標：血棘洞穴,25315,0,116,66,0,0,0,0,0
295,暴喉,0,0,89,0,50,-50,0,0,0
296,工頭法洛,0,0,89,0,50,-50,0,0,0
297,滅牙,0,0,89,0,50,-50,0,0,0
298,霜喙巨鵬,25330,0,89,0,0,0,0,0,0
299,馬洛克‧末日之手,0,0,89,0,50,-50,0,0,0
300,博多庫魯斯,25337,0,90,0,104,0,0,0,0
301,獎勵目標：霜凍谷,25340,0,116,66,0,0,0,0,0
302,獎勵目標：嚴霜之丘,25340,0,116,66,0,0,0,0,0
303,獎勵目標：石怒崖,25342,0,116,66,0,0,0,0,0
304,『凍結者』烏格洛克,25345,0,89,0,0,0,0,0,0
305,博多庫魯斯,25337,0,89,0,0,0,0,0,0
306,『刀疤』雅嘉,25376,0,89,0,0,0,0,0,0
308,獎勵目標：砍下來,25460,0,116,66,0,0,0,0,0
309,獎勵目標：阿盧納廢墟,25472,0,116,66,0,0,0,0,0
310,將領布魯格索,25473,0,89,0,0,0,0,0,0
311,引爆炸彈,0,0,118,2,50,-50,0,0,0
312,獎勵目標：佐克拉之殞,25494,0,116,66,0,0,0,0,0
313,魔爪祭司佐克拉,25495,0,89,0,0,0,0,0,0
314,舍茲爾,25499,0,89,0,0,0,0,0,0
315,獎勵目標：莫格蘭伐木場,25527,0,116,66,0,0,0,0,0
316,獎勵目標：萬魂庭,25528,0,116,66,0,0,0,0,0
317,『攀爬者』傑西爾,25553,0,89,0,0,0,0,0,0
318,鐵鬚船長,25592,0,89,0,0,0,0,0,0
319,獎勵目標：幻光沼澤,25598,0,116,66,0,0,0,0,0
320,托爾瓦斯水晶劍,25631,0,90,0,104,0,0,0,0
321,托爾瓦斯水晶劍,25631,0,88,0,104,0,0,0,0
322,前往此處,0,0,60,70,50,-50,0,0,0
323,入侵者,0,0,119,66,0,0,0,0,0
324,獎勵目標：埋骨之原,25713,0,116,66,0,0,0,0,0
325,獎勵目標：鐵拳港,25728,0,116,66,0,0,0,0,0
326,雷霆王頭目,0,0,121,6,0,0,0,0,0
327,戈魯克,25776,0,89,0,0,-10,0,0,0
328,古朗,25803,0,89,0,0,-10,0,0,0
329,破壞者,0,0,119,2,0,0,0,0,0
330,凜牙,25809,0,89,0,0,-10,0,0,0
331,諾羅許,0,34859,89,0,0,0,0,0,0
332,點起火盆,25855,0,89,0,0,0,0,0,0
333,獎勵目標：奧魯納海岸,25854,0,116,66,0,0,0,0,0
334,『掠取者』戈魯塔什,25856,0,89,0,0,-10,0,0,0
335,格納迪恩,26030,34929,89,0,0,0,0,0,0
336,蜘蛛育母,26058,0,89,0,0,0,0,0,0
337,透視者血鬃,26060,0,89,0,0,0,0,0,0
338,Doug Test - Vignette,0,0,0,2,0,-50,0,0,0
339,賈茲沃達,26160,0,89,0,0,0,0,0,0
340,索菲里歐斯,28078,0,89,0,0,0,0,0,0
341,魔化硬木,26309,0,89,0,0,0,0,0,0
342,危險的建築,0,0,60,70,0,0,0,0,0
343,真菌巨衛,26550,0,89,0,0,0,0,0,0
344,士官,0,0,60,66,0,0,0,0,0
345,戈倫,0,0,43,66,0,0,0,0,0
346,『屠殺仕女』賽克西絲,31421,35219,89,0,0,0,0,0,0
347,守護者,26638,0,89,0,0,0,0,0,0
348,史卡格,26681,35244,89,0,0,0,0,0,0
349,藤王菲利,22944,0,89,0,0,0,0,0,0
350,巴赫梅耶,26751,0,89,0,0,0,0,0,0
351,復活之靈,0,0,203,1094,0,0,0,0,0
354,瓦拉夏之蛋,26815,0,90,0,0,0,0,0,0
355,巴希歐克,26816,0,89,0,0,0,0,0,0
356,瓦拉夏之蛋,26815,0,88,0,104,0,0,0,0
357,Vignette Placeholder,0,0,89,0,50,-50,0,0,0
358,黑暗之主戈維德,26893,0,89,0,0,0,0,0,0
359,尼希斯的箱子,26913,0,88,0,0,0,0,0,0
360,擱淺的逃生艙,26913,0,88,0,0,0,0,0,0
361,焦焰古樹,26922,0,89,0,0,0,0,0,0
362,茉娃‧曲魂者,26944,0,89,0,0,0,0,0,0
363,受傷的防衛者,0,0,128,66,0,0,0,0,0
364,萊沃許,26959,0,89,0,0,0,0,0,0
365,暗爪,26961,0,89,0,0,0,0,0,0
366,曲魂師托雷克,31131,0,89,0,0,0,0,0,0
367,克羅努斯,36348,0,129,66,0,0,0,0,0
368,蕃葛蘿,36349,0,84,66,0,0,0,0,0
369,刃舞者艾瑞克斯,26982,0,89,0,0,0,0,0,0
370,探險者諾贊德,27019,0,89,0,0,0,0,0,0
371,熔岩元素,31146,0,89,0,0,-50,0,0,0
372,碾魂磨傳送門,27039,0,90,0,0,-50,0,0,0
373,喋顎,31145,0,89,0,0,-50,0,0,0
374,亂牙,31148,0,89,0,0,-50,0,0,0
375,靈魂吞食者托葛羅斯,31143,0,89,0,0,-50,0,0,0
376,葛拉瑪爾之子,31147,0,89,0,0,-50,0,0,0
377,血槌貯藏箱,0,0,88,8,0,-50,0,0,0
378,恩娜菈,27099,0,89,0,0,0,0,0,0
379,暴食者,0,0,108,68,0,0,0,0,0
380,突變種防禦者,0,0,43,68,0,0,0,0,0
381,『兇蠻的』赤爪,27137,0,89,0,0,0,0,0,0
382,鴻羽,27139,0,89,0,0,-35,0,0,0
383,狼母珈露亞,27141,0,89,0,0,0,0,0,0
384,狂暴的瘤蹄,27143,0,89,0,0,-35,0,0,0
385,靈光,27729,35725,89,0,0,0,0,0,0
386,巴潤,0,35731,89,0,0,0,0,0,0
387,真理,30994,35732,89,0,0,0,0,0,0
388,惶恐的苦工,0,0,133,70,0,0,0,0,0
389,哥布林炸藥引爆器,27185,0,90,0,0,0,0,0,0
390,恐怖的小古羅,0,0,43,70,0,0,0,0,0
391,大劍師的劍,27220,0,90,0,0,0,0,0,0
392,灰喉,27225,0,89,0,0,0,0,0,0
393,獎勵目標：赫米特的開心狩獵場,27251,0,116,66,0,0,0,0,0
394,虛無先知卡魯格,27294,0,89,0,0,0,0,0,0
395,被遺棄的釣竿,27305,0,90,0,0,0,0,0,0
396,虛無生靈,27316,0,89,0,0,0,0,0,0
397,歐菲斯,27323,0,89,0,0,0,0,0,0
398,喚風者寇拉斯特,27327,0,89,0,0,-35,0,0,0
399,女族長歐慕菈,0,33642,89,0,0,0,0,0,0
400,獎勵目標：廢墟劫掠者,27340,0,116,66,0,0,0,0,0
401,燧革,27344,0,89,0,0,0,0,0,0
402,原始百合,27348,0,90,0,0,0,0,0,0
403,安全地區,27345,0,136,70,0,0,0,0,0
404,盧克拉,27349,0,89,0,0,0,0,0,0
405,瘋『王』斯波里昂,0,35906,89,0,0,0,0,0,0
406,蟲后絲克莉卡,27353,0,89,0,0,0,0,0,0
407,因夏塔,27360,0,89,0,0,0,0,0,0
408,被遺棄的箱子,27363,0,90,0,0,0,0,0,0
409,踐踏者克里格,0,35910,89,0,0,0,0,0,0
410,圖拉亞卡,27373,0,89,0,0,0,0,0,0
411,獵人黑齒,27375,0,89,0,0,-35,0,0,0
412,斥候波克哈爾,27383,0,89,0,0,-35,0,0,0
413,馬爾洛克‧石碎,27384,0,89,0,0,0,0,0,0
414,先遣騎杜瑞莎,27399,0,89,0,0,-35,0,0,0
415,深根,31064,0,89,0,0,-50,0,0,0
416,收集賦能礦石,0,0,203,1094,0,0,0,0,0
417,收集賦能礦石,0,0,203,1094,0,0,0,0,0
418,競技場競速,0,0,203,1094,0,0,0,0,0
420,金趾搶來的財寶,27523,0,88,0,0,0,0,0,0
421,雷霆王風火使,0,0,119,2,0,0,0,0,0
422,噬魂者寇薩爾,0,0,89,0,50,-50,0,0,0
423,網縛士兵,0,0,89,0,50,-50,0,0,0
424,魂牙,0,36128,89,0,0,0,0,0,0
425,納斯‧敦柏林,0,36129,89,0,0,0,0,0,0
426,殺死礫齒的戈倫,27628,0,90,0,0,0,0,0,0
427,吐嗣魔陀羅,0,0,89,0,50,-50,0,0,0
428,曼德拉寇,27686,0,89,0,0,0,0,0,0
429,格雷卓克,27693,0,89,0,0,-30,0,0,0
430,跳躍吞食者,0,0,88,0,50,-50,0,0,0
431,術士傳送門,36349,0,170,66,0,0,0,0,0
432,暴風之盾傳送門,36349,0,171,66,0,0,0,0,0
433,太陽加持者,31014,0,89,0,0,0,0,0,0
434,巨吞,27732,0,89,0,0,0,0,0,0
435,術士傳送門,36348,0,147,66,0,0,0,0,0
436,戰爭之矛傳送門,36348,0,146,66,0,0,0,0,0
437,老皮恩奇先生,27767,0,89,0,0,0,0,0,0
438,伏擊者,0,0,119,66,0,0,0,0,0
439,泰坦洛斯,0,0,89,0,50,-50,0,0,0
440,被俘虜的戈瓦許塑石者,0,0,88,0,50,-50,0,0,0
441,『斷翼者』泰斯卡,27815,0,89,0,0,0,0,0,0
442,石惡,27832,0,89,0,0,-55,0,0,0
443,德卡茲‧鋼喉,27833,0,89,0,0,0,0,0,0
444,『浴血者』卡洛斯,27835,0,89,0,0,0,0,0,0
445,磚房,0,0,89,0,50,-50,0,0,0
446,塞司之裔,27850,0,90,0,0,0,0,0,0
447,裂爪者,27852,0,89,0,0,0,0,0,0
448,毒刃大師波塔斯克,27854,0,89,0,0,0,0,0,0
449,荒疫之光,27861,0,89,0,0,0,0,0,0
450,滑溜黏液,0,0,88,0,50,-50,0,0,0
451,歐斯其拉,27869,0,89,0,0,0,0,0,0
452,蓓琪‧轟籃,27874,0,89,0,0,0,0,0,0
453,膿卉,27880,0,89,0,0,0,0,0,0
454,遠古煉獄火,0,0,546,1090,50,-50,0,0,0
455,戈爾格爾,0,0,89,0,50,-50,0,0,0
456,奧拉格羅,0,0,89,0,50,-50,0,0,0
457,刺尾蜂巢,27882,0,90,0,0,0,0,0,0
458,燃燒之力,0,0,88,0,50,-50,0,0,0
459,無眼蝠,27885,0,89,0,0,0,0,0,0
460,異能球,0,0,127,70,0,0,0,0,0
461,勾恰,27887,0,89,0,0,0,0,0,0
462,噬鰭,27889,0,89,0,0,0,0,0,0
463,『孢子吞食者』加斯卡,27893,0,89,0,0,0,0,0,0
464,塑日師瓦拉里克,27899,0,89,0,0,0,0,0,0
465,『萬年青』菲拉爾克,27879,0,89,0,50,-50,0,0,0
466,失落的古樹,26182,0,89,0,50,-50,0,0,0
467,化石木,28055,0,89,0,0,0,0,0,0
468,『蒼藍之焰』傑戈爾,28066,0,89,0,0,0,0,0,0
469,羅寇爾,28074,0,89,0,0,0,0,0,0
470,古樹庫魯克,26182,0,89,0,50,-50,0,0,0
471,古樹奧圖克,26182,0,89,0,50,-50,0,0,0
472,古樹羅魯克,26182,0,89,0,50,-50,0,0,0
473,古樹哈努克,26182,0,89,0,50,-50,0,0,0
474,穆塔芬,28085,0,89,0,0,0,0,0,0
475,上士彌格菈,31008,0,89,0,0,0,0,0,0
476,軍需官赫薩克,31009,0,89,0,0,0,0,0,0
477,坦波泰莎女士,31010,0,89,0,0,0,0,0,0
478,德米多斯,31012,0,89,0,0,0,0,0,0
479,影語者尼爾,31011,0,89,0,0,0,0,0,0
480,在此發現部落！,36470,0,60,1094,0,0,0,0,0
481,在此發現聯盟！,36471,0,60,70,0,0,0,0,0
482,催眠蟾蜍,26964,0,89,0,0,0,0,0,0
483,蟲葉,28168,0,89,0,0,0,0,0,0
484,影皮,28174,0,89,0,0,0,0,0,0
485,夜喉,28176,0,89,0,0,0,0,0,0
486,潘索拉,0,0,89,0,50,-50,0,0,0
487,阿萊克斯‧巴羅夫,28140,0,89,4,50,-50,0,0,0
488,維爾頓‧巴羅夫,28140,0,89,4,50,-50,0,0,0
489,詛咒的生物,0,0,89,0,50,-50,0,0,0
490,年邁的暗織者卡斯,0,0,89,0,50,-50,0,0,0
