Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
自然傳說,可裝備的傳說級物品數量提高${$a898}件。,357,107,5,0,1045105,41961,0,0,0,0,0,0,0
黑暗交易,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,358,110,0,0,538039,41962,0,0,0,0,0,0,0
召喚末日守衛,獲得「召喚末日守衛」效果，每日派遣的第一個任務成功機率提高${$a616}%,359,110,0,1,615103,41962,500,0,0,0,0,0,0
召喚儀式,所有任務獲得「召喚儀式」效果，任務時間縮短${100-$a615*100}%,360,110,1,1,136194,41955,499,0,0,0,0,0,0
訓練場,小鬼、狂野小鬼、侍僧與塑能師的招募上限提高${$a614}。,361,110,2,0,538442,41958,498,0,0,0,0,0,0
黑暗專精,"新招募的黑穫侍僧改為黑穫塑能師，並且習得：

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t|Cffffffff魔焰雨|R
$@garrabdesc485",362,110,3,1,236295,41959,0,0,0,0,0,0,0
恐怖收割,有戰鬥盟友時完成世界任務可獲得大廳資源。,363,110,4,1,537517,41960,746,0,0,0,0,0,0
暗影契約,允許你用大廳資源下訂單，取得勇士武裝或裝備。,364,110,2,1,1032479,41958,0,0,0,0,0,0,0
奴役魔典,"新招募的一群小鬼改為狂野小鬼，並且習得：

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t|Cffffffff惡魔契約|R
$@garrabdesc497",365,110,3,0,460694,41959,0,0,0,0,0,0,0
惡魔祭品,得以進行末日儀式，讓你和四位同夥一起召喚強大惡魔，追求強化魔法與惡魔寶藏。,366,110,1,0,460696,41955,0,0,0,0,0,0,0
腐蝕種子,執行有|C00b3ffff手下|R的任務時，任務成功機率提高${$a1516}%,367,110,4,0,136193,41960,1137,0,0,0,0,0,0
魔能傳說,可裝備的傳說級物品數量提高${$a898}件。,368,110,5,0,615096,41961,0,0,0,0,0,0,0
簡易升級,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,369,113,0,0,132168,41962,0,0,0,0,0,0,0
延長射程,獲得「延長射程」效果，每日派遣的第一個任務成功機率提高${$a707}%,370,113,0,1,1392555,41962,584,0,0,0,0,0,0
脫逃,所有任務獲得「逃脫」效果，執行有|C00b3ffff危險|R的任務成功機率提高${$a787}%,371,113,1,1,132294,41955,661,0,0,0,0,0,0
穩固的帳篷,弓箭手、神射手、追蹤者與探路者的招募上限提高${$a708}。,372,113,2,0,236200,41958,585,0,0,0,0,0,0
敏銳目光,新招募的弓手小隊改為隱獵神射手，其任務成功機率提高${$a634-$a633}%,373,113,3,0,132177,41959,0,0,0,0,0,0,0
野性的呼喚,"新招募的一隊追蹤者改為探路者，並且習得：

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t|Cffffffff照明彈|R
$@garrabdesc520",374,113,3,1,133208,41959,0,0,0,0,0,0,0
飛鷹盟友,讓你可以進入飛鷹飛行網絡。這是散佈在破碎群島各處的飛行路線。,375,113,1,0,1392564,41955,0,0,0,0,0,0,0
探索專家,有戰鬥盟友時完成世界任務可獲得大廳資源。,376,113,4,1,135904,41960,786,0,0,0,0,0,0
隱獵團,讓你能用大廳資源下訂單，獲得每週3枚破碎命運徽印的其中1枚。,377,113,4,0,461118,41960,0,0,0,0,0,0,0
造箭術,允許你用大廳資源下訂單，取得勇士武裝或裝備。,378,113,2,1,236204,41958,0,0,0,0,0,0,0
荒野傳說,可裝備的傳說級物品數量提高${$a898}件。,379,113,5,0,538771,41961,0,0,0,0,0,0,0
秘法起源,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,380,116,0,0,252267,41962,0,0,0,0,0,0,0
冰霜新星,獲得「冰霜新星」效果，每日派遣的第一個任務如果有|C00b3ffff手下|R，任務成功機率提高${$a710}%,381,116,0,1,135848,41962,587,0,0,0,0,0,0
閃現術,所有任務獲得「閃現術」效果，任務時間縮短${100-$a712*100}%,382,116,1,1,135736,41955,589,0,0,0,0,0,0
秘法圖書館,水元素、秘法魔像、提里斯護法學徒與祈倫托塑能師的招募上限提高${$a711}。,383,116,2,0,354435,41958,588,0,0,0,0,0,0
元素力量,新招募的水元素改為秘法魔像，其任務成功機率提高${$a677-$a676}%,384,116,3,0,651082,41959,0,0,0,0,0,0,0
高等教育,"新招募的提里斯護法學徒改為祈倫托塑能師，並且習得：

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t|Cffffffff氣定神閒|R
$@garrabdesc552",385,116,3,1,236225,41959,0,0,0,0,0,0,0
傳送網絡,獲得傳送網絡，這是一系列散布在破碎群島全境的傳送門，讓你能快速走遍天下。,386,116,1,0,237509,41955,0,0,0,0,0,0,0
秘法占卜,讓你能用大廳資源下訂單，獲得每週3枚破碎命運徽印的其中1枚。,387,116,4,1,609814,41960,0,0,0,0,0,0,0
秘法直覺,有戰鬥盟友時完成任務可獲得額外的資源。,388,116,4,0,610679,41960,1134,0,0,0,0,0,0
秘法武裝,允許你用大廳資源下訂單，取得勇士武裝或裝備。,389,116,2,1,135752,41958,0,0,0,0,0,0,0
提里斯護法傳說,可裝備的傳說級物品數量提高${$a898}件。,390,116,5,0,895887,41961,0,0,0,0,0,0,0
聖光恩惠,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,391,119,0,0,589117,41962,0,0,0,0,0,0,0
王者祝福,獲得「王者祝福」效果，每日派遣的第一個任務成功機率提高${$a718}%,392,119,0,1,135993,41962,595,0,0,0,0,0,0
正義祝福,所有任務獲得「正義祝福」效果，執行有|C00b3ffff手下|R的任務成功機率提高${$a716}%,393,119,1,1,1030099,41955,593,0,0,0,0,0,0
銀白號召,侍從、執盾兵、騎士與聖殿騎士的招募上限提高${$a717}。,394,119,2,0,236690,41958,594,0,0,0,0,0,0
同心奮戰,新招募的侍從小隊改為執盾兵方陣，其任務成功機率提高${$a638-$a637}%,395,119,3,0,1278391,41959,0,0,0,0,0,0,0
白銀之手聖殿騎士,"新招募的白銀之手騎士改為白銀之手聖殿騎士，並且習得：

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t|Cffffffff諸王守護者|R
$@garrabdesc562",396,119,3,1,237547,41959,0,0,0,0,0,0,0
銀白戰馬,每天可使用一次銀白戰騎馬栓，讓你能召喚戰騎，在短時間內騎乘坐騎進行戰鬥。,397,119,1,0,1360759,41955,0,0,0,0,0,0,0
神聖意圖,讓你能用大廳資源下訂單，獲得每週3枚破碎命運徽印的其中1枚。,398,119,4,1,135909,41960,0,0,0,0,0,0,0
壯大遠征,有戰鬥盟友時完成任務可獲得額外的資源。,399,119,4,0,1360760,41960,1132,0,0,0,0,0,0
化犁鋤為刀劍,允許你用大廳資源下訂單，取得勇士武裝或裝備。,400,119,2,1,1030096,41958,0,0,0,0,0,0,0
正義傳說,可裝備的傳說級物品數量提高${$a898}件。,401,119,5,0,135965,41961,0,0,0,0,0,0,0
歐丁的眷顧,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,402,122,0,0,132275,41962,0,0,0,0,0,0,0
振奮咆哮,獲得「振奮咆哮」效果，部隊的每一點精力會使每日派遣的第一個任務成功機率提高${$a719}%,403,122,0,1,236317,41962,596,0,0,0,0,0,0
強行軍,所有任務獲得「強行軍」效果，任務時間縮短${100-$a720*100}%,404,122,1,1,132277,41955,597,0,0,0,0,0,0
英勇無比,華爾拉亞志士、華爾拉亞風鑄勇士、女盾侍戰隊與華爾琪拉女盾侍的招募上限提高${$a721}。,405,122,2,0,132351,41958,598,0,0,0,0,0,0
火焰試煉,新招募的華爾拉亞志士改為華爾拉亞風鑄勇士，其任務成功機率提高${$a725-$a722}%,406,122,3,0,132346,41959,0,0,0,0,0,0,0
蛻變,"新招募的女盾侍戰隊改為華爾琪拉女盾侍，並且習得：

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t|Cffffffff華爾琪拉之翔|R
$@garrabdesc601",407,122,3,1,132339,41959,0,0,0,0,0,0,0
為榮耀而戰,讓你能在危機重重的榮耀之環內發現擎天堡財寶箱。與你的戰士同袍一同完成任務，每週就有機會獲得財寶箱一次。,408,122,1,0,132334,41955,0,0,0,0,0,0,0
戰利品,有戰鬥盟友時完成世界任務可獲得大廳資源。,409,122,4,1,236307,41960,747,0,0,0,0,0,0
劍刃風暴,執行有|C00b3ffff手下|R的任務時，任務成功機率提高${$a1514}%,410,122,4,0,236303,41960,1136,0,0,0,0,0,0
天堂熔爐,允許你用大廳資源下訂單，取得勇士武裝或裝備。,411,122,2,1,1357798,41958,0,0,0,0,0,0,0
諸神黃昏傳說,可裝備的傳說級物品數量提高${$a898}件。,412,122,5,0,460957,41961,0,0,0,0,0,0,0
萬全準備,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,413,125,0,0,607854,41962,0,0,0,0,0,0,0
獵殺,獲得「獵殺」效果，每日派遣的第一個任務成功機率提高${$a738}%,414,125,0,1,1344654,41962,614,0,0,0,0,0,0
蠻恨撤離,所有任務獲得「蠻恨撤離」效果，執行有|C00b3ffff手下|R的任務成功機率提高${$a740}%,415,125,1,1,1348401,41955,616,0,0,0,0,0,0
訓練場,灰舌戰士、納迦部屬、伊利達瑞精兵與伊利達瑞魔兵的招募上限提高${$a739}。,416,125,2,0,1380677,41958,615,0,0,0,0,0,0
納迦部屬,新招募的灰舌戰士改為納迦部屬，其任務成功機率提高${$a728-$a726}%,417,125,3,0,1391617,41959,0,0,0,0,0,0,0
惡魔之力,"新招募的伊利達瑞精兵改為伊利達瑞魔兵，並且習得：

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t|Cffffffff惡魔形態|R
$@garrabdesc606",418,125,3,1,1247262,41959,0,0,0,0,0,0,0
扭曲虛空,得以使用扭曲虛空傳送門，召喚出強力惡魔。在你和盟友擊敗惡魔後，可以獲得強力加成效果與潛藏寶藏。,419,125,1,0,134544,41955,0,0,0,0,0,0,0
支援前線,讓你能用大廳資源下訂單，獲得每週3枚破碎命運徽印的其中1枚。,420,125,4,1,1392947,41960,0,0,0,0,0,0,0
魔錘號之怒,執行有|C00b3ffff手下|R的任務時，任務成功機率提高${$a716}%,421,125,4,0,1247266,41960,1246,0,0,0,0,0,0
魔化武器,允許你用大廳資源下訂單，取得勇士武裝或裝備。,422,125,2,1,1380365,41958,0,0,0,0,0,0,0
惡魔宿命,可裝備的傳說級物品數量提高${$a898}件。,423,125,5,0,1247265,41961,0,0,0,0,0,0,0
死亡恩澤,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,424,128,0,0,1390941,41962,0,0,0,0,0,0,0
屍群,獲得「屍群」效果，每日派遣的第一個任務如果指派食屍鬼或魂屍群，任務成功機率提高${$a755}%,425,128,0,1,237511,41962,631,0,0,0,0,0,0
死神逼近,所有任務獲得「死神逼近」效果，執行有|C00b3ffff危險|R的任務成功機率提高${$a754}%,426,128,1,1,237561,41955,630,0,0,0,0,0,0
墓之呼喚,食屍鬼、魂屍、騎士與劫毀者的招募上限提高${$a753}。,427,128,2,0,1065381,41958,629,0,0,0,0,0,0
傀儡區,新招募的食屍鬼群改為魂屍群，其任務成功機率提高${$a742-$a741}%,428,128,3,0,1100170,41959,0,0,0,0,0,0,0
劍在人在,"新招募的黯刃騎士改為黯刃劫毀者。

黯刃劫毀者會隨機獲得一個專精，並且可以反制一個|C00b3ffff首領|R。",429,128,3,1,1392551,41959,0,0,0,0,0,0,0
黑暗騎士,每天可使用一次死亡戰騎馬栓，讓你能召喚死亡戰騎，在短時間內騎乘坐騎進行戰鬥。,430,128,1,0,524049,41955,0,0,0,0,0,0,0
復生亡骸,"任務執行成功時，有機會帶回殘骸白骨堆，可用來組合成憎惡體。

憎惡體會隨機使有|C00b3ffff危險|R、|C00b3ffff法術|R或|C00b3ffff手下|R的任務成功機率提高${$a650}% ，並且擁有：

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t|Cffffffff穢邪畸變|R
$@garrabdesc778",431,128,4,1,136187,41960,782,0,0,0,0,0,0
穢邪回收,有戰鬥盟友時完成任務可獲得額外的資源。,432,128,4,0,135775,41960,1133,0,0,0,0,0,0
並肩作戰的兄弟,允許你用大廳資源下訂單，取得勇士武裝或裝備。,433,128,2,1,237512,41958,0,0,0,0,0,0,0
墓塚傳說,可裝備的傳說級物品數量提高${$a898}件。,434,128,5,0,879926,41961,0,0,0,0,0,0,0
幸運星,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,435,131,0,0,418250,41962,0,0,0,0,0,0,0
偷襲,獲得「偷襲」效果，每日派遣的第一個任務成功機率提高${$a769}%,436,131,0,1,1373907,41962,643,0,0,0,0,0,0
刺殺,所有任務獲得「刺殺」效果，執行有|C00b3ffff手下|R的任務成功機率提高${$a770}%,437,131,1,1,236173,41955,644,0,0,0,0,0,0
獎金爭霸戰,強盜、竊賊、海盜與決鬥者的招募上限提高${$a771}。,438,131,2,0,1379239,41958,645,0,0,0,0,0,0
迪菲亞傳承,"新招募的強盜改為迪菲亞竊賊，並且習得：

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t|Cffffffff偷竊|R
$@garrabdesc634",439,131,3,0,1373912,41959,0,0,0,0,0,0,0
赤紅之帆,"新招募的海盜改為無冕決鬥者，並且習得：

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t|Cffffffff接招！|R
$@garrabdesc635",440,131,3,1,1269440,41959,0,0,0,0,0,0,0
寶庫,"勇士完成任務時，有機會取得保險庫領物券。

你可以使用寶庫禮券，從無冕者保險庫中領取隨機寶物，每週一次。保險庫內的珍藏絕對超乎你的想像。",441,131,1,0,1269443,41955,789,0,0,0,0,0,0
私下交易,有戰鬥盟友時完成世界任務可獲得大廳資源。,442,131,4,1,132092,41960,783,0,0,0,0,0,0
掠奪,讓你能用大廳資源下訂單，獲得每週3枚破碎命運徽印的其中1枚。,443,131,4,0,1398087,41960,0,0,0,0,0,0,0
武器走私者,允許你用大廳資源下訂單，取得勇士武裝或裝備。,444,131,2,1,840720,41958,0,0,0,0,0,0,0
全副武裝,可裝備的傳說級物品數量提高${$a898}件。,445,131,5,0,1398088,41961,0,0,0,0,0,0,0
神聖天命,完成不能重複接取的任務而取得獎勵時，獲得稀有或史詩物品升級的機率提高。,446,134,0,0,135976,41962,0,0,0,0,0,0,0
每日祈禱,獲得「每日祈禱」效果，每日派遣的第一個任務成功機率提高${$a785}%,447,134,0,1,237539,41962,659,0,0,0,0,0,0
十一奉獻,有戰鬥盟友時完成世界任務可獲得大廳資源。,448,134,4,1,1022951,41960,784,0,0,0,0,0,0
教團公社,侍僧、聖使、狂熱者與黑暗狂熱者的招募上限提高${$a784}。,449,134,2,0,135946,41958,658,0,0,0,0,0,0
異端審問,新招募的侍僧改為聖使，其任務成功機率提高${$a774-$a773}%,450,134,3,0,633042,41959,0,0,0,0,0,0,0
暗影異端,"新招募的狂熱者改為黑暗狂熱者，並且習得：

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t|Cffffffff靈魂收割者|R
$@garrabdesc650",451,134,3,1,1022944,41959,0,0,0,0,0,0,0
祝福祭壇,"你每日可進入聖光祭壇或暗影祭壇一次。

向其中一種祭壇禱告，便可獲得珍貴的加成效果，協助你進行破碎群島任務。",452,134,1,0,135923,41955,0,0,0,0,0,0,0
痛苦鎮壓,所有任務獲得「痛苦鎮壓」效果，有一定機率使隨機部隊受到的精力傷害減少${$a786}點。,453,134,1,1,135936,41955,660,0,0,0,0,0,0
祝福徽印,讓你能用大廳資源下訂單，獲得每週3枚破碎命運徽印的其中1枚。,454,134,4,0,135914,41960,0,0,0,0,0,0,0
聖光武裝,允許你用大廳資源下訂單，取得勇士武裝或裝備。,455,134,2,1,632352,41958,0,0,0,0,0,0,0
化信仰為兵器,可裝備的傳說級物品數量提高${$a898}件。,456,134,5,0,1022949,41961,0,0,0,0,0,0,0
白銀之手十字軍,"你現在可以招募白銀之手十字軍，這種部隊很強大。

白銀之手十字軍具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |Cffffffff雷霆之襲|R
$@garrabdesc889",480,119,6,0,1134001,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,481,119,6,1,571558,48550,0,0,0,0,0,0,0
祈倫托的守護者,"你現在可以招募祈倫托守護者，這種部隊很強大。

守護者具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\SPELL_MAGE_TEMPORALSHIELD.BLP:20:20:0:0|t |Cffffffff稜光護甲|R
$@garrabdesc876",483,116,6,0,610472,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,484,116,6,1,1387356,48550,0,0,0,0,0,0,0
冰霜與死亡,"你現在可以招募黯刃騎士霜劫者，這種部隊很強大。

霜劫者具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff技能|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\artifactability_FrostMage_Ebonbolt.blp:20:20:0:0|t |Cffffffff霜劫|R
$@garrabdesc877",486,128,6,0,236699,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,487,128,6,1,636332,48550,0,0,0,0,0,0,0
死亡之刃,"你現在可以招募希瓦拉，這種部隊很強大。

希瓦拉具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\INV_WEAPON_SHORTBLADE_31.BLP:20:20:0:0|t |Cffffffff破碎利刃|R
$@garrabdesc885",489,125,6,0,615148,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,490,125,6,1,236299,48550,0,0,0,0,0,0,0
林地看守者,"你現在可以招募幻夢之林看守者，這種部隊很強大。

幻夢之林看守者具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff技能|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\SPELL_NATURE_MOONGLOW.BLP:20:20:0:0|t |Cffffffff星穹之怒|R
$@garrabdesc879",492,107,6,0,1387709,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,493,107,6,1,1396983,48550,0,0,0,0,0,0,0
黑夜之裔,"你現在可以招募夜裔獵人，這種部隊很強大。

夜裔獵人具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\ABILITY_ROGUE_MASTEROFSUBTLETY.BLP:20:20:0:0|t |Cffffffff暗影襲擊|R
$@garrabdesc884",495,113,6,0,1525722,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,496,113,6,1,1036119,48550,0,0,0,0,0,0,0
尋道大師,"你現在可以招募冰心大師，這種部隊很強大。

冰心大師具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\ABILITY_MONK_SERENITY.blp:20:20:0:0|t |Cffffffff冰心之擊|R
$@garrabdesc891",498,4,6,0,1381296,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,499,4,6,1,613397,48550,0,0,0,0,0,0,0
神秘的牧師,"你現在可以招募神秘的牧師，這種部隊很強大。

神秘的牧師具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff技能|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\INV_MISC_HERB_WHISPERVINE.BLP:20:20:0:0|t |Cffffffff死亡低語|R
$@garrabdesc888",501,134,6,0,237568,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,502,134,6,1,1060983,48550,0,0,0,0,0,0,0
拉文霍德精兵,"你現在可以招募拉文霍德刺客，這種部隊很強大。

拉文霍德刺客具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff法術|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\INV_Helm_Cloth_ShadowmoonClan_B_01.blp:20:20:0:0|t |Cffffffff死亡暗影|R
$@garrabdesc890",504,131,6,0,1394887,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,505,131,6,1,236275,48550,0,0,0,0,0,0,0
大地環繞,"你現在可以招募陶土議會保衛者，這種部隊很強大。

陶土議會保衛者具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff技能|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\SPELL_SHAMAN_UNLEASHWEAPON_EARTH.BLP:20:20:0:0|t |Cffffffff大地的反撲|R
$@garrabdesc886",507,31,6,0,456567,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,508,31,6,1,1385914,48550,0,0,0,0,0,0,0
惡魔蠻卒,"你現在可以招募惡魔守衛蠻卒，這種部隊很強大。

惡魔守衛蠻卒具有一種隨機技能，可以反制|C00b3ffff手下|R、|C00b3ffff技能|R或|C00b3ffff危險|R，並且擁有：

|TInterface\ICONS\Ability_DemonHunter_FelRush.blp:20:20:0:0|t |Cffffffff魔化衝鋒|R
$@garrabdesc887",510,110,6,0,132332,48550,0,0,0,0,0,0,0
出場吧，勇士,$@garrabdesc892,511,110,6,1,607852,48550,0,0,0,0,0,0,0
