ID,Name_lang,Name1_lang,Mask_ID,Flags
109,宗師級裁縫 %s,宗師級裁縫 %s,77,0
110,戰鬥者 %s,戰鬥者 %s,78,0
111,恐懼鬥士%s,恐懼鬥士%s,79,0
112,邪惡鬥士%s,邪惡鬥士%s,80,0
113,諾姆瑞根的%s,諾姆瑞根的%s,81,0
114,『獅心』%s,『獅心』%s,82,0
115,伊露恩勇士 %s,伊露恩勇士 %s,83,0
116,奧格瑪英雄 %s,奧格瑪英雄 %s,84,0
117,曠野奔馳者 %s,曠野奔馳者 %s,85,0
118,暗矛的%s,暗矛的%s,86,0
119,『被遺忘者』%s,『被遺忘者』%s,87,0
120,『魔法追尋者』%s,『魔法追尋者』%s,88,0
121,暮光鎮壓者 %s,暮光鎮壓者 %s,89,0
122,納克薩瑪斯征服者 %s,納克薩瑪斯征服者 %s,90,0
123,北裂境英雄 %s,北裂境英雄 %s,91,0
124,『萬鬼』%s,『萬鬼』%s,92,0
125,博學大師 %s,博學大師 %s,93,0
126,聯盟的%s,聯盟的%s,94,0
127,部落的%s,部落的%s,95,0
128,『完美勝利者』%s,『完美勝利者』%s,96,0
129,冰凍荒原勇士 %s,冰凍荒原勇士 %s,97,0
130,大使 %s,大使 %s,98,0
131,『銀白勇士』%s,『銀白勇士』%s,99,0
132,塞納留斯守護者 %s,塞納留斯守護者 %s,100,0
133,釀酒大師 %s,釀酒大師 %s,101,0
134,狂歡客 %s,狂歡客 %s,102,0
135,『愛情傻瓜』%s,『愛情傻瓜』%s,103,0
137,女監護 %s,女監護 %s,104,0
138,男監護 %s,男監護 %s,105,0
139,黑曜殺戮者 %s,黑曜殺戮者 %s,106,0
140,夜暮的%s,夜暮的%s,107,0
141,『不朽』%s,『不朽』%s,108,0
142,『不滅』%s,『不滅』%s,109,0
143,炸雞勇者 %s,炸雞勇者 %s,110,0
144,血帆上將 %s,血帆上將 %s,111,0
145,『神經病』%s,『神經病』%s,112,0
146,艾克索達的%s,艾克索達的%s,113,0
147,達納蘇斯的%s,達納蘇斯的%s,114,0
148,鐵爐堡的%s,鐵爐堡的%s,115,0
149,暴風城的%s,暴風城的%s,116,0
150,奧格瑪的%s,奧格瑪的%s,117,0
151,森金的%s,森金的%s,118,0
152,銀月城的%s,銀月城的%s,119,0
153,雷霆崖的%s,雷霆崖的%s,120,0
154,幽暗城的%s,幽暗城的%s,121,0
155,『貴族』%s,『貴族』%s,122,0
156,十字軍 %s,十字軍 %s,123,0
157,致命鬥士 %s,致命鬥士 %s,56,0
158,死神葬送者 %s,死神葬送者 %s,124,0
159,『星穹防衛者』%s,『星穹防衛者』%s,125,0
160,奧杜亞征服者 %s,奧杜亞征服者 %s,126,0
161,奧杜亞勇士 %s,奧杜亞勇士 %s,127,0
163,霸者 %s,霸者 %s,128,2
164,喚星者 %s,喚星者 %s,129,0
165,『星界巡行者』%s,『星界巡行者』%s,130,0
166,泰坦信使 %s,泰坦信使 %s,131,0
167,狂烈鬥士 %s,狂烈鬥士 %s,132,0
168,『旅人』%s,『旅人』%s,133,0
169,無情鬥士 %s,無情鬥士 %s,134,0
170,大十字軍 %s,大十字軍 %s,135,0
171,『銀白防衛者』%s,『銀白防衛者』%s,136,0
172,有耐心的%s,有耐心的%s,137,0
173,『黎明曙光』%s,『黎明曙光』%s,138,0
174,『墮王煞星』%s,『墮王煞星』%s,139,0
175,『誅王勇者』%s,『誅王勇者』%s,140,0
176,灰燼裁決軍的%s,灰燼裁決軍的%s,141,0
177,憤怒鬥士 %s,憤怒鬥士 %s,142,0
188,『愚蠢無能又令人失望的爪牙殺戮者』%s,『愚蠢無能又令人失望的爪牙殺戮者』%s,147,0
189,助理教授 %s,助理教授 %s,148,0
190,副教授 %s,副教授 %s,149,0
191,教授 %s,教授 %s,150,0
193,聯盟精兵 %s,聯盟精兵 %s,152,0
194,部落精兵 %s,部落精兵 %s,153,0
195,士兵 %s,士兵 %s,154,0
196,下士 %s,下士 %s,155,0
197,士官 %s,士官 %s,156,0
198,上士 %s,上士 %s,157,0
199,士官長 %s,士官長 %s,158,0
200,騎士 %s,騎士 %s,159,0
201,中尉騎士 %s,中尉騎士 %s,160,0
202,上尉騎士 %s,上尉騎士 %s,161,0
203,一等騎士 %s,一等騎士 %s,162,0
204,少校 %s,少校 %s,163,0
205,指揮官 %s,指揮官 %s,164,0
206,元帥 %s,元帥 %s,165,0
207,戰場元帥 %s,戰場元帥 %s,166,0
208,總元帥 %s,總元帥 %s,167,0
209,斥候 %s,斥候 %s,168,0
210,蠻兵 %s,蠻兵 %s,169,0
211,士官 %s,士官 %s,170,0
212,資深士官 %s,資深士官 %s,171,0
213,一等士官 %s,一等士官 %s,172,0
214,石衛士 %s,石衛士 %s,173,0
215,血衛士 %s,血衛士 %s,174,0
216,軍團士兵 %s,軍團士兵 %s,175,0
217,百夫長 %s,百夫長 %s,176,0
218,勇士 %s,勇士 %s,177,0
219,中將 %s,中將 %s,178,0
220,將軍 %s,將軍 %s,179,0
221,督軍 %s,督軍 %s,180,0
222,高階督軍 %s,高階督軍 %s,181,0
223,聯盟英雄 %s,聯盟英雄 %s,182,0
224,部落英雄 %s,部落英雄 %s,183,0
225,『嗜血者』%s,『嗜血者』%s,184,0
226,四風的 %s,四風的 %s,151,0
227,破碎世界防衛者 %s,破碎世界防衛者 %s,185,0
228,屠龍者 %s,屠龍者 %s,186,0
229,黑翼之禍 %s,黑翼之禍 %s,187,0
258,『駱駝囤積者』%s,『駱駝囤積者』%s,143,0
259,戰爭使者 %s,戰爭使者 %s,144,0
260,戰盟使者 %s,戰盟使者 %s,145,0
266,神佑的諾達希爾防衛者 %s,神佑的諾達希爾防衛者 %s,146,0
267,海加爾復仇者 %s,海加爾復仇者 %s,188,0
276,『破火者』%s,『破火者』%s,189,0
278,炎魔 %s,炎魔 %s,190,0
279,兇惡鬥士 %s,兇惡鬥士 %s,191,0
280,殘酷鬥士 %s,殘酷鬥士 %s,192,0
281,絕命鬥士 %s,絕命鬥士 %s,193,0
285,『艾澤拉斯的救星』%s,『艾澤拉斯的救星』%s,194,0
287,『毀滅者的末日』%s,『毀滅者的末日』%s,196,0
303,農夫 %s,農夫 %s,195,0
308,備受寵愛的%s,備受寵愛的%s,197,0
309,無懼的%s,無懼的%s,198,0
310,『動物園管理員』%s,『動物園管理員』%s,199,0
311,『古物獵人』%s,『古物獵人』%s,200,0
314,『無畏者』%s,『無畏者』%s,201,0
315,『廚藝鬼才』%s,『廚藝鬼才』%s,202,0
316,『太平大師』%s,『太平大師』%s,203,0
317,『寶庫探索者』%s,『寶庫探索者』%s,204,0
318,影潘宗師 %s,影潘宗師 %s,205,0
319,『星期六事件高手』%s,『星期六事件高手』%s,206,0
320,馴獸師 %s,馴獸師 %s,207,0
321,『知識追尋者』%s,『知識追尋者』%s,208,0
333,地下拳王 %s,地下拳王 %s,209,2
338,『喚醒者』%s,『喚醒者』%s,218,0
340,可汗 %s,可汗 %s,220,0
341,『風暴剋星』%s,『風暴剋星』%s,221,0
342,風暴之末 %s,風暴之末 %s,222,0
343,狠毒鬥士 %s,狠毒鬥士 %s,223,0
344,哥布林戰隊新兵 %s,哥布林戰隊新兵 %s,224,4
347,哥布林戰隊特種兵 %s,哥布林戰隊特種兵 %s,226,4
348,訓練師 %s,訓練師 %s,227,0
349,暗矛革命軍 %s,暗矛革命軍 %s,228,0
350,華谷客 %s,華谷客 %s,229,0
351,部落分裂者 %s,部落分裂者 %s,230,0
354,『毒化心智』%s,『毒化心智』%s,231,0
355,『覓血者』%s,『覓血者』%s,232,0
356,『暴虐蝗蟲』%s,『暴虐蝗蟲』%s,233,0
357,『蟲群守護者』%s,『蟲群守護者』%s,234,0
358,『至高者』%s,『至高者』%s,235,0
359,『操縱者』%s,『操縱者』%s,236,0
360,『開膛手』%s,『開膛手』%s,237,0
361,思緒清晰的%s,思緒清晰的%s,238,0
362,『奪風者』%s,『奪風者』%s,239,0
365,愛貓成癡的%s,愛貓成癡的%s,240,0
366,『城牆守護者』%s,『城牆守護者』%s,241,0
367,『魔古殺戮者』%s,『魔古殺戮者』%s,242,0
368,『織焰者』%s,『織焰者』%s,243,0
369,『血色指揮官』%s,『血色指揮官』%s,244,0
370,『黑暗院長』%s,『黑暗院長』%s,245,0
371,『淨化的防衛者』%s,『淨化的防衛者』%s,246,0
372,『突圍者』%s,『突圍者』%s,247,0
373,『風暴烈酒』%s,『風暴烈酒』%s,248,0
374,『翠玉保護者』%s,『翠玉保護者』%s,249,0
377,愛貓成癡的%s,愛貓成癡的%s,252,0
378,暴虐鬥士 %s,暴虐鬥士 %s,253,0
379,驕傲鬥士 %s,驕傲鬥士 %s,254,0
382,『奧格瑪征服者』%s,『奧格瑪征服者』%s,211,0
383,『奧格瑪解放者』%s,『奧格瑪解放者』%s,212,0
384,『地獄吼的剋星』%s,『地獄吼的剋星』%s,214,0
385,『歷經試煉的攻擊者』%s,『歷經試煉的攻擊者』%s,215,0
386,『歷經試煉的防禦者』%s,『歷經試煉的防禦者』%s,216,0
387,『歷經試煉的治療者』%s,『歷經試煉的治療者』%s,219,0
388,暴君鬥士 %s,暴君鬥士 %s,225,0
389,護火者 %s,護火者 %s,251,0
390,霧行者 %s,霧行者 %s,255,0
391,黑穫議會的%s,黑穫議會的%s,256,0
392,伐木工 %s,伐木工 %s,257,0
393,木材之王 %s,木材之王 %s,258,0
394,伐木特工 %s,伐木特工 %s,259,0
395,建造者 %s,建造者 %s,260,0
397,血之勇士 %s,血之勇士 %s,261,0
398,『人類屠殺者』%s,『人類屠殺者』%s,262,0
399,『地精煞星』%s,『地精煞星』%s,263,0
400,『矮人獵殺者』%s,『矮人獵殺者』%s,264,0
401,『狼人獵手』%s,『狼人獵手』%s,265,0
402,『卡多雷的災禍』%s,『卡多雷的災禍』%s,266,0
403,『德萊尼毀滅者』%s,『德萊尼毀滅者』%s,267,0
404,『土水之懼』%s,『土水之懼』%s,268,0
406,『德拉諾之霸』%s,『德拉諾之霸』%s,269,0
407,『牛頭人屠夫』%s,『牛頭人屠夫』%s,270,0
408,『獸人屠殺者』%s,『獸人屠殺者』%s,271,0
409,『亡靈追獵者』%s,『亡靈追獵者』%s,272,0
410,『凱贊殺手』%s,『凱贊殺手』%s,273,0
411,『食人妖獵手』%s,『食人妖獵手』%s,274,0
412,『辛多雷屠殺者』%s,『辛多雷屠殺者』%s,275,0
413,『火金殞落者』%s,『火金殞落者』%s,276,0
414,獸欄大師 %s,獸欄大師 %s,277,0
415,鷹王 %s,鷹王 %s,278,0
416,鷹后 %s,鷹后 %s,279,0
417,『塔倫米爾之懼』%s,『塔倫米爾之懼』%s,280,0
418,『南海鎮殺手』%s,『南海鎮殺手』%s,281,0
419,霜狼氏族的%s,霜狼氏族的%s,282,0
420,高階教士 %s,高階教士 %s,283,0
421,『自然保育人士』%s,『自然保育人士』%s,284,0
422,『沃金之矛』%s,『沃金之矛』%s,285,0
423,『烏瑞恩之劍』%s,『烏瑞恩之劍』%s,286,0
424,笑匠 %s,笑匠 %s,287,0
425,和平捍衛者 %s,和平捍衛者 %s,288,0
426,鋼鐵先鋒的%s,鋼鐵先鋒的%s,289,0
428,不屈的%s,不屈的%s,290,0
429,礦坑王 %s,礦坑王 %s,291,0
430,碼頭管理員 %s,碼頭管理員 %s,292,0
431,『靈魂保衛者』%s,『靈魂保衛者』%s,293,0
432,魯克馬爾後裔 %s,魯克馬爾後裔 %s,294,0
433,靈行者 %s,靈行者 %s,295,0
434,黑石大王 %s,黑石大王 %s,296,0
435,黑石女王 %s,黑石女王 %s,297,0
436,『紫羅蘭守護者』%s,『紫羅蘭守護者』%s,298,0
437,『恐軌調度員』%s,『恐軌調度員』%s,299,0
438,『蠻荒英雄』%s,『蠻荒英雄』%s,300,0
439,鋼鐵煞星 %s,鋼鐵煞星 %s,301,0
440,『傲世之霸』%s,『傲世之霸』%s,302,0
441,『傲世之霸』%s,『傲世之霸』%s,303,0
442,『帝國暮光』%s,『帝國暮光』%s,304,0
443,工匠專家 %s,工匠專家 %s,305,0
444,『潘達利亞傳奇』%s,『潘達利亞傳奇』%s,306,0
445,戰地攝影師 %s,戰地攝影師 %s,307,0
446,原始鬥士 %s,原始鬥士 %s,308,0
447,%s，聯盟守護者,%s，聯盟守護者,309,0
448,%s，聯盟防衛者,%s，聯盟防衛者,310,0
449,%s，聯盟士兵,%s，聯盟士兵,311,0
450,%s，部落守護者,%s，部落守護者,312,0
451,%s，部落防衛者,%s，部落防衛者,313,0
452,%s，部落士兵,%s，部落士兵,314,0
453,荒野鬥士 %s,荒野鬥士 %s,315,0
454,好戰鬥士 %s,好戰鬥士 %s,316,0
455,船長 %s,船長 %s,317,0
456,叢林之王 %s,叢林之王 %s,318,0
457,%s，污染者的剋星,%s，污染者的剋星,319,0
458,伊利達瑞 %s,伊利達瑞 %s,344,0
462,大領主 %s,大領主 %s,345,0
463,斬魔者 %s,斬魔者 %s,320,0
464,可敬的%s,可敬的%s,321,0
465,遠近馳名的%s,遠近馳名的%s,322,0
466,無情的%s,無情的%s,323,0
468,秉持榮譽的%s,秉持榮譽的%s,325,0
469,『戰爭守護者』%s,『戰爭守護者』%s,326,0
470,大德魯伊 %s,大德魯伊 %s,327,0
471,死亡領主 %s,死亡領主 %s,328,0
472,宗師 %s,宗師 %s,329,0
473,刺客大師 %s,刺客大師 %s,330,0
474,騎靈王 %s,騎靈王 %s,331,0
475,%s，格哈尼爾守護者,%s，格哈尼爾守護者,332,0
476,『創始者』%s,『創始者』%s,333,0
477,容光煥發的%s,容光煥發的%s,334,0
478,神獵手 %s,神獵手 %s,335,0
479,先知 %s,先知 %s,336,0
480,虛空領主 %s,虛空領主 %s,337,0
481,影尊 %s,影尊 %s,338,0
482,高階祭司 %s,高階祭司 %s,339,0
483,戰地醫護兵 %s,戰地醫護兵 %s,340,0
484,夢行者 %s,夢行者 %s,341,0
485,復仇化身 %s,復仇化身 %s,342,0
486,有夠好騙的%s,有夠好騙的%s,343,0
489,%s，復仇之爪,%s，復仇之爪,346,4
493,受選者 %s,受選者 %s ,347,0
494,%s 院長,%s 院長,348,2
502,復仇鬥士 %s,復仇鬥士 %s,353,0
503,%s 無堅不摧之力,%s 無堅不摧之力,354,0
504,無畏鬥士 %s,無畏鬥士 %s,355,0
505,造型師 %s,造型師 %s,356,0
506,『晦暗者』%s,『晦暗者』%s,357,0
507,冒險導師 %s,冒險導師 %s,358,4
508,冷酷鬥士 %s,冷酷鬥士 %s,359,0
509,威猛鬥士 %s,威猛鬥士 %s,360,0
510,時光領主 %s,時光領主 %s,361,0
511,『古墓神兵』%s,『古墓神兵』%s,362,0
512,凶狠鬥士 %s,凶狠鬥士 %s,363,0
513,『泰坦剋星』%s,『泰坦剋星』%s,364,0
514,『收藏家』%s,『收藏家』%s,365,4
515,『光明使者』%s,『光明使者』%s,366,0
516,『惡魔剋星』%s,『惡魔剋星』%s,367,0
517,統御鬥士 %s,統御鬥士 %s,368,0
518,『謀士』%s,『謀士』%s,369,0
519,惡魔鬥士 %s,惡魔鬥士 %s,370,0
520,下流骯髒糖果小偷%s,下流骯髒糖果小偷%s,371,0
521,郵務大師%s,郵務大師%s,372,0
522,勘察員%s,勘察員%s,373,0
524,古翰剋星%s,古翰剋星%s,374,0
625,『部落剋星』%s,『部落剋星』%s,375,0
626,『聯盟剋星』%s,『聯盟剋星』%s,376,0
627,『艾澤拉斯征服者』%s,『艾澤拉斯征服者』%s,377,0
628,審判官%s,審判官%s,378,0
629,尊榮的%s,尊榮的%s,379,0
630,受景仰的%s,受景仰的%s,380,0
631,『淨化者』%s,『淨化者』%s,381,0
632,遠征領袖%s,遠征領袖%s,382,0
633,爭勝者%s,爭勝者%s,383,0
634,著名的達薩亞洛征服者%s,著名的達薩亞洛征服者%s,384,0
635,著名的達薩亞洛保衛者%s,著名的達薩亞洛保衛者%s,385,0
636,達薩亞洛英雄%s,達薩亞洛英雄%s,386,0
637,『精英死亡騎士』%s,『精英死亡騎士』%s,387,0
638,『精英惡魔獵人』%s,『精英惡魔獵人』%s,388,0
639,『精英德魯伊』%s,『精英德魯伊』%s,389,0
640,『精英獵人』%s,『精英獵人』%s,390,0
641,『精英法師』%s,『精英法師』%s,391,0
642,『精英武僧』%s,『精英武僧』%s,392,0
643,『精英聖騎士』%s,『精英聖騎士』%s,393,0
644,『精英牧師』%s,『精英牧師』%s,394,0
645,『精英盜賊』%s,『精英盜賊』%s,395,0
646,『精英薩滿』%s,『精英薩滿』%s,396,0
647,『精英術士』%s,『精英術士』%s,397,0
648,『精英戰士』%s,『精英戰士』%s,398,0
649,『T恤狂熱者』%s,『T恤狂熱者』%s,399,0
650,垃圾大師%s,垃圾大師%s,324,0
651,虛無使者剋星%s,虛無使者剋星%s,400,0
654,凶霸鬥士%s,凶霸鬥士%s,402,0
655,廢料場的%s,廢料場的%s,403,0
656,『永恆之人』%s,『永恆之人』%s,404,0
657,『深淵之人』%s,『深淵之人』%s,405,0
658,閃光的%s,閃光的%s,406,0
659,艾澤拉斯勇士%s,艾澤拉斯勇士%s,407,0
660,『持槌旅人』%s,『持槌旅人』%s,408,0
661,艾薩拉剋星%s,艾薩拉剋星%s,409,0
662,知名探險者%s,知名探險者%s,410,0
664,第四次大戰精兵%s,第四次大戰精兵%s,412,0
665,腐化鬥士%s,腐化鬥士%s,411,0
666,飾演自己的%s,飾演自己的%s,413,0
667,恩若司的僕人%s,恩若司的僕人%s,414,0
668,混亂爪牙%s,混亂爪牙%s,415,0
669,恩若司剋星%s,恩若司剋星%s,416,0
670,未受腐化者%s,未受腐化者%s,417,0
671,『覺醒者』%s,『覺醒者』%s,418,0
672,『無面者』%s,『無面者』%s,419,0
676,『墓穴守衛者』%s,『墓穴守衛者』%s,423,0
678,『御靈者之手』%s,『御靈者之手』%s,425,0
679,%s 男爵,%s 男爵,426,0
680,%s 女爵,%s 女爵,427,0
681,『冬之特使』%s,『冬之特使』%s,428,0
682,%s 伯爵,%s 伯爵,429,0
683,%s 女伯爵,%s 女伯爵,430,0
684,『死亡使者』%s,『死亡使者』%s,424,0
685,自豪的%s,自豪的%s,431,0
686,『破罪者』%s,『破罪者』%s,432,0
687,『派對使者』%s,『派對使者』%s,433,0
688,罪惡鬥士 %s,罪惡鬥士 %s,434,0
689,有趣的小夥子 %s,有趣的小姑娘 %s,435,0
690,誓復者 %s,誓復者 %s,436,0
691,令人憎惡的%s,令人憎惡的%s,437,0
692,尖塔潛獵者 %s,尖塔潛獵者 %s,438,0
693,『晉升者』%s,『晉升者』%s,439,0
694,戴納瑟斯剋星%s,戴納瑟斯剋星%s,440,0
698,無束鬥士%s,無束鬥士%s,441,0
699,『曠野保護者』%s,『曠野保護者』%s,442,0
700,『統御者之劍』%s,『統御者之劍』%s,443,0
701,『罪惡吞噬者』%s,『罪惡吞噬者』%s,444,0
702,『虔誠門徒』%s,『虔誠門徒』%s,445,0
703,『受苦者』%s,『受苦者』%s,446,0
704,斷鏈者%s,斷鏈者%s,447,0
705,女妖之王剋星%s,女妖之王剋星%s,448,0
708,試煉跑者%s,試煉跑者%s,449,0
709,高塔遊俠%s,高塔遊俠%s,450,0
710,『受難英雄』%s,『受難英雄』%s,451,0
712,宇宙鬥士%s,宇宙鬥士%s,452,0
713,%s the [PH] TBD Title,%s the [PH] TBD Title,453,0
714,監禁者剋星%s,監禁者剋星%s,454,0
715,藍圖守護者%s,藍圖守護者%s,455,0
716,獨奏家%s,獨奏家%s,456,0
717,神秘的%s,神秘的%s,457,0
718,『神秘英雄』%s,『神秘英雄』%s,458,0
719,無畏觀戰者 %s,無畏觀戰者 %s,459,0
720,羅德隆的%s,羅德隆的%s,460,0
721,永恆鬥士 %s,永恆鬥士 %s,461,0
722,『淵喉行者』%s,『淵喉行者』%s,462,0
723,帷幕行者%s,帷幕行者%s,463,0
724,命定英雄%s,命定英雄%s,464,0
725,隱蔽的%s,隱蔽的%s,465,0
727,『隱蔽英雄』%s,『隱蔽英雄』%s,466,0
728,『榮譽林精』%s,『榮譽林精』%s,467,0
729,赤紅鬥士%s,赤紅鬥士%s,468,0
730,『碎界者』%s,『碎界者』%s,469,0
731,『雷霆英雄』%s,『雷霆英雄』%s,470,0
732,湯品監管員%s,湯品監管員%s,471,0
733,賞鳥人%s,賞鳥人%s,472,0
734,可汗禁衛%s,可汗禁衛%s,473,0
735,『巨龍盟友』%s,『巨龍盟友』%s,474,0
736,堅勇探險者%s,堅勇探險者%s,475,0
737,伊斯凱拉的%s,伊斯凱拉的%s,476,0
738,雷霆%s,雷霆%s,477,0
739,巨龍群島競速騎師 %s,巨龍群島競速騎師 %s,478,0
740,惡意的%s,惡意的%s,479,0
741,費勒絲沃斯騎士%s,費勒絲沃斯騎士%s,480,0
742,精英喚能師%s,精英喚能師%s,481,0
743,赤紅傳奇%s,赤紅傳奇%s,482,0
744,黑曜後裔楷模%s,黑曜後裔楷模%s,483,0
745,黑龍王子的使者%s,黑龍王子的使者%s,484,0
746,商人工匠%s,商人工匠%s,485,0
747,個人工匠%s,個人工匠%s,486,0
748,菈薩葛絲剋星%s,菈薩葛絲剋星%s,487,0
749,噬風者%s,噬風者%s,488,0
750,禁忌之境競速騎師 %s,禁忌之境競速騎師 %s,489,0
751,逆向競速騎師 %s,逆向競速騎師 %s,490,0
752,傳奇 %s,傳奇 %s,491,0
753,天懲%s,天懲%s,492,0
760,雄獅精衛 %s,雄獅精衛 %s,493,0
761,『鑰匙大師』%s,『鑰匙大師』%s,494,0
762,『禁忌之人』%s,『禁忌之人』%s,495,0
763,卡林多競速騎師%s,卡林多競速騎師%s,496,0
765,『調解者』%s,『調解者』%s,498,0
766,黑曜鬥士 %s,黑曜鬥士 %s,499,0
767,黑曜傳奇%s,黑曜傳奇%s,500,0
768,臭臭 %s,臭臭 %s,501,0
769,『交易老大』%s,『交易老大』%s,502,0
770,悶燃的%s,悶燃的%s,503,0
771,『悶燃英雄』%s,『悶燃英雄』%s,504,0
772,%s，虛無繼承者,%s，虛無繼承者,505,0
773,%s，著名的沙卡瑞斯剋星,%s，著名的沙卡瑞斯剋星,506,0
774,%s，嗅探者,%s，嗅探者,507,0
775,野外研究員 %s,野外研究員 %s,508,0
776,扎拉萊克洞窟競速騎師 %s,扎拉萊克洞窟競速騎師 %s,509,0
777,幼龍看管者%s,幼龍看管者%s,510,0
778,Ama'shan %s,Ama'shan %s,511,0
781,舉世無雙的%s,舉世無雙的%s,513,0
782,『好奇寶寶』%s,『好奇寶寶』%s,512,0
783,『恆龍』%s,『恆龍』%s,514,0
784,東部王國競速騎師%s,東部王國競速騎師%s,515,0
785,提爾的衛士%s,提爾的衛士%s,516,0
786,作夢的%s,作夢的%s,517,0
787,榮譽歷史學家%s,榮譽歷史學家%s,518,0
788,榮譽保護學家%s,榮譽保護學家%s,519,0
789,『風暴飛騎』%s,『風暴飛騎』%s,520,0
790,外域競速騎師%s,外域競速騎師%s,521,0
791,夢境競速騎師%s,夢境競速騎師%s,522,0
792,『群島王牌』%s,『群島王牌』%s,523,0
793,翡翠王牌%s,翡翠王牌%s,524,0
794,蒼翠傳奇%s,蒼翠傳奇%s,525,0
795,蒼翠鬥士%s,蒼翠鬥士%s,526,0
796,綻放使者%s,綻放使者%s,527,0
797,菲拉卡剋星%s,菲拉卡剋星%s,528,0
798,戰鬥修補者%s,戰鬥修補者%s,529,0
799,『熾炎者』%s,『熾炎者』%s,530,0
800,夢境英雄%s,夢境英雄%s,531,0
801,『夢境防衛者』%s,『夢境防衛者』%s,532,0
802,『禁忌之人』%s,『禁忌之人』%s,533,0
803,龍族鬥士%s,龍族鬥士%s,534,0
804,龍族傳奇%s,龍族傳奇%s,535,0
805,群島文物管理員 %s,群島文物管理員 %s,536,0
806,龍族%s,龍族%s,537,0
807,『龍族英雄』%s,『龍族英雄』%s,538,0
809,北裂境競速騎師%s,北裂境競速騎師%s,540,0
810,強襲之王%s,強襲之王%s,541,0
815,水兵%s,水兵%s,542,0
816,水手%s,水手%s,543,0
817,劍客%s,劍客%s,544,0
818,海盜%s,海盜%s,545,0
819,大副%s,大副%s,546,0
