ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
515,哀嚎洞穴,0,3,10,0
516,影牙城堡,0,3,10,0
523,影牙城堡,0,3,10,0
524,圍攻怒兆寺,0,3,10,0
525,圍攻怒兆寺,0,3,10,0
526,落陽關,0,3,10,0
527,落陽關,0,3,10,0
528,魔古山宮,0,3,10,0
531,影潘僧院,0,3,10,0
535,影潘僧院,0,3,10,0
536,魔古山宮,0,3,10,0
537,風暴烈酒酒坊,0,3,10,0
538,風暴烈酒酒坊,0,3,10,0
539,玉蛟寺,0,3,10,0
540,玉蛟寺,0,3,10,0
542,黑石洞穴,0,3,10,0
545,黑石洞穴,0,3,10,0
547,終焉之刻,0,3,10,0
548,海潮王座,0,3,10,0
550,海潮王座,0,3,10,0
551,漩渦尖塔,0,3,10,0
552,漩渦尖塔,0,3,10,0
553,格瑞姆巴托,0,3,10,0
554,格瑞姆巴托,0,3,10,0
555,托維爾的失落之城,0,3,10,0
556,祖爾格拉布,0,3,10,0
557,托維爾的失落之城,0,3,10,0
558,起源大廳,0,3,10,0
565,起源大廳,0,3,10,0
566,眾魂熔爐,0,3,10,0
567,永恆之井,0,3,10,0
568,眾魂熔爐,0,3,10,0
569,薩倫之淵,0,3,10,0
570,暮光之時,0,3,10,0
571,薩倫之淵,0,3,10,0
572,倒影大廳,0,3,10,0
573,倒影大廳,0,3,10,0
574,祖阿曼,0,3,10,0
575,奧核之眼,0,3,10,0
576,奧核之眼,0,3,10,0
577,俄特加德之巔,0,3,10,0
579,俄特加德之巔,0,3,10,0
580,雷光大廳,0,3,10,0
581,雷光大廳,0,3,10,0
582,石之大廳,0,3,10,0
583,斯坦索姆的抉擇,0,3,10,0
584,石之大廳,0,3,10,0
585,斯坦索姆的抉擇,0,3,10,0
586,剛德拉克,0,3,10,0
587,剛德拉克,0,3,10,0
588,紫羅蘭堡,0,3,10,0
589,紫羅蘭堡,0,3,10,0
590,德拉克薩隆要塞,0,3,10,0
591,德拉克薩隆要塞,0,3,10,0
592,安卡罕特：古王國,0,3,10,0
593,安卡罕特：古王國,0,3,10,0
594,阿茲歐-奈幽,0,3,10,0
595,阿茲歐-奈幽,0,3,10,0
596,俄特加德要塞,0,3,10,0
597,俄特加德要塞,0,3,10,0
598,奧核之心,0,3,10,0
599,奧核之心,0,3,10,0
605,奧核之心,0,3,10,0
606,暗影迷宮,0,3,10,0
607,破碎大廳,0,3,10,0
608,破碎大廳,0,3,10,0
609,暗影迷宮,0,3,10,0
610,黑色沼澤,0,3,10,0
611,黑色沼澤,0,3,10,0
612,波塔尼卡,0,3,10,0
613,波塔尼卡,0,3,10,0
614,麥克納爾,0,3,10,0
615,麥克納爾,0,3,10,0
616,博學者殿堂,0,3,10,0
617,博學者殿堂,0,3,10,0
618,蒸汽洞窟,0,3,10,0
619,蒸汽洞窟,0,3,10,0
620,亞克崔茲,0,3,10,0
621,亞克崔茲,0,3,10,0
622,塞司克大廳,0,3,10,0
623,塞司克大廳,0,3,10,0
624,希爾斯布萊德丘陵舊址,0,3,10,0
625,希爾斯布萊德丘陵舊址,0,3,10,0
626,奧奇奈地穴,0,3,10,0
627,奧奇奈地穴,0,3,10,0
628,法力墓地,0,3,10,0
629,法力墓地,0,3,10,0
630,深幽泥沼,0,3,10,0
631,深幽泥沼,0,3,10,0
632,奴隸監獄,0,3,10,0
633,奴隸監獄,0,3,10,0
634,血熔爐,0,3,10,0
635,血熔爐,0,3,10,0
636,斯坦索姆 - 主門,0,3,10,0
637,斯坦索姆 - 僕從入口,0,3,10,0
638,地獄火壁壘,0,3,10,0
639,地獄火壁壘,0,3,10,0
640,阿塔哈卡神廟,0,3,10,0
641,死亡礦坑,0,3,10,0
643,死亡礦坑,0,3,10,0
644,祖爾法拉克,0,3,10,0
645,通靈學院,0,3,10,0
646,通靈學院,0,3,10,0
647,剃刀高地,0,3,10,0
648,奧達曼,0,3,10,0
649,諾姆瑞根,0,3,10,0
650,血色大廳,0,3,10,0
651,血色大廳,0,3,10,0
652,血色修道院,0,3,10,0
653,血色修道院,0,3,10,0
654,剃刀沼澤,0,3,10,0
661,邪惡洞穴,0,3,10,0
662,毒菇洞穴,0,3,10,0
663,地歌瀑布,0,3,10,0
664,瑪拉頓,0,3,10,0
665,扭木廣場,0,3,10,0
666,中心花園,0,3,10,0
667,戈多克平民區,0,3,10,0
668,厄運之槌,0,3,10,0
669,禁閉室,0,3,10,0
670,上城區,0,3,10,0
671,黑石深淵,0,3,10,0
673,Debug Invasion,0,0,0,0
674,石岩之心,0,3,10,0
675,石岩之心,0,3,10,0
676,勇士試煉,0,3,10,0
677,勇士試煉,0,3,10,0
678,奧齊頓,0,3,26,0
679,奧齊頓,0,3,26,0
680,血槌熔渣礦場,0,3,26,0
681,血槌熔渣礦場,0,3,26,0
682,恐軌車站,0,3,26,0
683,恐軌車站,0,3,26,0
684,鋼鐵碼頭,0,3,26,0
685,鋼鐵碼頭,0,3,26,0
686,影月墓地,0,3,26,0
687,影月墓地,0,3,26,0
688,擎天峰,0,3,26,0
689,擎天峰,0,3,26,0
696,Debug Invasion,0,0,0,0
704,鋼鐵之潮,0,0,0,0
705,Test Scenario,0,0,0,0
707,當森林動起來,0,0,0,0
708,永茂林,0,3,26,0
709,永茂林,0,3,26,0
715,虛空入侵,0,0,0,0
723,鋼鐵大道,7415,0,0,0
724,戈利安襲擊,0,0,0,0
731,黑石塔上層,0,3,10,0
733,在暗影之間,0,0,0,0
734,黑石塔下層,0,3,10,0
736,戰鬥、殺戮，致敬：最後獲勝的鬥士,0,0,0,0
742,霜火的雷霆,0,0,0,0
744,黑石塔上層,0,3,26,0
745,虛空入侵,0,0,0,0
775,灰燼使者的傳說,0,0,0,0
776,真實之緣,0,0,2,0
785,Jeremy's Test Scenario,0,0,2,0
786,破碎海岸之戰,0,4,0,0
795,榮耀之潮,0,0,0,0
806,入侵：塔納利斯,440,4,0,0
824,四分五裂的艦隊,0,0,0,0
826,葛雷邁恩的賭注,0,0,0,0
873,燃燒軍團入侵：艾蘇納,7693,0,0,0
874,伊露恩神殿,0,0,0,0
876,入侵：濕地,11,4,0,0
897,入侵：西部荒野,40,4,0,0
900,欺詐者雙刃,0,0,0,0
901,墮落王子之刃,0,0,0,0
907,入侵：北貧瘠之地,17,4,0,0
908,Test Faction Criteria,0,0,0,0
909,碎冰者的遺贈,0,0,0,0
910,奈薩里奧巢穴,0,3,26,0
911,惡魔犬之牙,7737,0,0,0
916,入侵：希爾斯布萊德丘陵,267,4,0,0
918,艾薩拉之眼,0,3,26,0
920,艾薩拉之眼,0,3,26,0
929,英靈殿,0,3,26,0
932,英靈殿,0,3,26,0
933,再戰破碎海岸,0,0,0,0
940,裂肉狂魔的收割,0,0,0,0
942,奈薩里奧巢穴,0,3,26,0
943,不再寂靜,0,0,0,0
944,英雄狩獵者,0,0,0,0
950,淨化地底,0,0,0,0
957,霜與火,0,0,0,0
958,入侵：艾薩拉,16,4,0,0
959,入侵：丹莫洛,1,4,0,0
961,奧達奇戰刃,0,0,0,0
962,進入虛空之口,0,0,0,0
967,幽暗地道,0,3,26,0
972,風行者之遺,0,0,0,0
973,陰影之矛,0,0,0,0
975,保衛魔錘號,0,0,0,0
976,風暴主宰,0,0,0,0
977,暗心灌木林,0,3,26,0
978,暗心灌木林,0,3,18,0
983,蒼天雷霆,0,0,0,0
988,黑騎兵,0,0,0,0
989,重返卡拉贊,0,0,0,0
990,厄索克巢穴,0,0,0,0
991,暮光之刃,0,0,0,0
992,靈魂之喉,0,3,26,0
995,靈魂之喉,0,3,26,0
997,測試,7976,0,0,0
998,懼痕之心,0,0,0,0
1005,看守者鐵獄,0,3,10,0
1007,帝皇的承諾,0,0,0,0
1012,驚懼上將,0,0,0,0
1014,黑騎兵,0,0,0,0
1017,破碎海岸 - 部落,0,0,0,0
1018,DNT - Broken Shore - Alliance,0,0,2,0
1023,玄鴉堡,0,3,26,0
1025,榮耀之潮,0,0,0,0
1026,黑騎兵,0,0,0,0
1027,紫羅蘭堡,0,3,26,0
1029,紫羅蘭堡,0,3,26,0
1034,守護者熔爐,0,0,0,0
1037,王之劍,0,0,0,0
1038,混戰大漩渦,0,0,0,0
1046,英靈殿,0,1,19,0
1050,眾星之廷,0,3,10,0
1051,眾星之廷,0,3,10,0
1061,淨化始祖之樹,0,0,0,0
1065,奧核寶庫,0,0,0,0
1066,闇黑女王與海,0,0,0,0
1068,泰坦之雷,0,0,0,0
1073,戰鬥訓練,0,5,2,0
1078,吞噬者之牙,0,0,0,0
1082,取得真理之盾,0,0,0,0
1083,戰鬥訓練,0,5,2,0
1084,戰鬥訓練,0,5,2,0
1085,聖光回歸,0,0,0,0
1090,戰鬥訓練,0,5,2,0
1091,戰鬥訓練,0,5,2,0
1092,白銀之手,0,0,0,0
1093,戰鬥訓練,0,5,2,0
1094,戰鬥訓練,0,5,2,0
1095,戰鬥訓練,0,5,2,0
1096,戰鬥訓練,0,5,2,0
1097,黑暗耳語,0,0,0,0
1099,絕不孤身狩獵,0,0,0,0
1101,奧核寶庫,0,0,0,0
1108,亞夏曼之牙,0,0,0,0
1122,狩法獵人,0,0,0,0
1123,無形之刃,0,0,0,0
1124,黑暗神廟對峙,0,0,0,0
1125,尋找麥格尼,0,0,0,0
1131,黑暗神廟對峙,0,0,0,0
1132,戰鬥訓練,0,5,2,0
1133,戰鬥訓練,0,5,2,0
1134,拯救寇爾提拉,0,0,0,0
1135,奧核之眼,0,0,0,0
1136,紫羅蘭堡,0,0,0,0
1137,玉蛟與惡魔,0,0,0,0
1138,艾克索達之戰,0,0,2,0
1144,入侵尼斯卡拉,0,0,0,0
1145,入侵尼斯卡拉,0,0,0,0
1146,霍迪爾的命運,0,0,0,0
1148,奧杜亞戰士事件,0,0,0,0
1150,崩塌遺跡,0,0,0,0
1155,拿眼睛換權杖,0,0,0,0
1157,第四位騎士,0,0,0,0
1159,背水一戰,0,0,0,0
1160,保衛虛空之光神殿,0,0,0,0
1166,玄鴉堡,0,1,19,0
1168,保衛虛空之光神殿,0,0,0,0
1169,艾薩拉之眼,0,1,19,0
1170,未竟的命運,0,0,0,0
1172,暗心灌木林,0,1,19,0
1173,看守者鐵獄,0,1,19,0
1174,奈薩里奧巢穴,0,1,19,0
1175,靈魂之喉,0,1,19,0
1177,幽暗地道,0,1,19,0
1178,眾星之廷,0,1,19,0
1179,黑羽的經歷,0,5,2,0
1181,戰鬥訓練,0,5,2,0
1182,戰鬥訓練,0,5,2,0
1189,破碎海岸之戰,0,4,0,0
1202,襲擊秩序聖所,0,0,0,0
1203,圍攻蘇拉瑪爾,0,0,0,0
1204,清算大法師,0,0,0,0
1214,戰鬥訓練,0,5,2,0
1219,BUG - Live Update Test,0,0,0,0
1220,情勢緊張,0,0,0,0
1221,擊敗鬼母,0,0,0,0
1230,分散圓盤能量,0,0,0,0
1235,哀嚎的小動物,0,0,0,0
1236,酒坊的危機,0,0,0,0
1244,戰艦：毀滅號,0,0,2,0
1251,紫羅蘭堡,0,3,26,0
1252,眾星之廷,0,3,10,0
1253,暗心灌木林,0,3,18,0
1254,艾薩拉之眼,0,3,26,0
1255,英靈殿,0,3,26,0
1256,靈魂之喉,0,3,26,0
1257,奈薩里奧巢穴,0,3,26,0
1258,看守者鐵獄,0,3,10,0
1259,卡魯歐的意圖,0,0,2,0
1265,神御女王之怒,0,0,0,0
1266,魔化圖騰的落敗,0,0,0,0
1271,逆轉情勢：維爾薩拉,0,0,0,0
1273,阻止他們,0,0,0,0
1274,沉沒的遺址,0,0,2,0
1275,擾動暗影,0,0,0,0
1280,襲擊破碎海岸,0,4,0,0
1281,終結復活者的威脅,0,0,0,0
1282,逆轉情勢：斯鐸海姆,0,0,0,0
1283,勇氣競賽,0,0,0,0
1288,重返卡拉贊上層,0,3,26,0
1289,重返卡拉贊下層,0,3,26,0
1290,逆轉情勢：艾蘇納,0,0,0,0
1292,寒脊大災變,0,0,0,0
1293,死亡礦坑,0,0,0,0
1298,召喚憤怒戰馬,0,0,0,0
1299,逆轉情勢：高嶺,0,0,0,0
1303,魔翼岩臺,0,0,0,0
1304,艾澤拉斯的警告,0,0,0,0
1305,荒野之夜,0,0,0,0
1306,艾維娜防衛戰,0,0,0,0
1307,風暴交會,0,0,0,0
1308,重返卡拉贊上層,0,1,19,0
1309,重返卡拉贊下層,0,1,19,0
1310,阿卡贊札拉克的帽子,0,0,0,0
1312,別想奪走我的天空,0,0,0,0
1321,永夜聖殿,0,3,26,0
1323,永夜聖殿,0,1,11,0
1328,失落冰川,0,0,0,0
1329,時尚大考驗,0,0,2,0
1335,永夜聖殿,0,1,27,0
1336,薩格拉斯之墓,0,3,26,0
1337,薩格拉斯之墓,0,3,26,0
1338,薩格拉斯之墓,0,3,26,0
1339,薩格拉斯之墓,0,3,26,0
1340,亞克崔茲,0,0,0,0
1346,激流堡之役,9439,6,2,5117
1351,克羅米之死,0,0,0,0
1352,三傑議會之座,0,3,26,0
1354,三傑議會之座,0,3,27,0
1360,克羅米之死,0,0,0,0
1361,克羅米之死,0,0,0,0
1371,羅德隆攻城戰,0,0,2,5116
1376,黃金之城,0,3,18,0
1377,黃金之城,0,3,18,0
1378,黃金之城,0,3,18,0
1379,侵略點：孢子瀰漫,9025,4,0,0
1380,收集材料,0,0,0,0
1391,侵略點：奧里諾,9100,4,0,0
1394,侵略點：薩恩古瓦,9128,4,0,0
1402,侵略點：復燃,9126,4,0,0
1404,侵略點：申迦爾,9126,4,0,0
1406,侵略點：衛爾,9127,4,0,0
1409,侵略點：波尼克,9180,4,0,0
1410,特洛古斯裂隙,0,0,0,0
1411,侵略點：奈格塔,9102,4,0,0
1412,大型侵略點：鬼母佛努娜,9295,4,0,0
1418,大型侵略點：梭塔納索,9299,4,0,0
1419,大型侵略點：歐庫雷洛斯,9298,4,0,0
1420,大型侵略點：審判官梅托,9297,4,0,0
1421,大型侵略點：深淵領主邪莫斯,9296,4,0,0
1422,大型侵略點：魔女雅露拉黛兒,9300,4,0,0
1423,蘇拉瑪爾,0,0,0,0
1424,自由港,0,3,18,0
1426,Erasis: Leeching Power,9128,4,0,0
1428,三傑議會之座,0,1,27,0
1434,萬世熔爐,0,0,2,0
1435,安托洛斯，燃燒王座,0,3,26,0
1436,安托洛斯，燃燒王座,0,3,26,0
1437,安托洛斯，燃燒王座,0,3,26,0
1438,安托洛斯，燃燒王座,0,3,26,0
1443,勿忘太陽之井,0,0,2,0
1448,晶喜鎮！,0,3,18,0
1449,晶喜鎮！,0,3,18,0
1450,晶喜鎮！,0,3,10,0
1451,波拉勒斯地城,0,3,18,0
1452,波拉勒斯地城,0,3,18,0
1453,波拉勒斯地城,0,3,18,0
1458,波拉勒斯地城,0,3,18,0
1459,波拉勒斯地城,0,3,18,0
1460,波拉勒斯地城,0,3,18,0
1461,作戰基準,0,0,0,0
1482,羅德隆之陷落,0,0,2,5117
1484,戰鬥訓練,0,5,2,0
1489,托達戈爾,0,3,26,0
1490,托達戈爾,0,3,26,0
1491,托達戈爾,0,3,26,0
1496,威奎斯特莊園,0,3,26,0
1497,威奎斯特莊園,0,3,26,0
1498,威奎斯特莊園,0,3,26,0
1500,反擊！,0,0,0,0
1516,幽腐深窟,0,3,18,0
1522,暴風城撤離,0,0,0,0
1523,風暴聖壇,0,3,26,0
1524,為了贊達拉！,0,0,0,0
1525,瑟沙利斯神廟,0,3,18,0
1528,阿塔達薩,0,1,19,0
1529,托達戈爾,0,1,19,0
1534,自由港,0,1,19,0
1548,奧迪爾,0,3,26,0
1549,奧迪爾,0,3,26,0
1550,奧迪爾,0,3,26,0
1551,瑟洛斯，荒疫之原,0,0,0,0
1553,晶喜鎮！,0,1,19,0
1554,威奎斯特莊園,0,1,19,0
1560,諸王之眠,0,1,19,0
1562,瑟沙利斯神廟,0,1,19,0
1563,幽腐深窟,0,1,19,0
1564,風暴聖壇,0,1,19,0
1565,諸王之眠,0,3,18,0
1568,激流堡之役,9679,6,2,5116
1570,蠻荒之島,0,0,0,0
1571,黑石深淵,0,0,2,0
1573,蠻荒之島,0,0,0,0
1575,聖光暴政,9786,0,2,0
1685,波拉勒斯圍城戰,0,1,19,0
1690,格古隆德,0,0,0,0
1691,火源之界,0,0,2,0
1697,黑海岸之戰,10058,6,2,5116
1699,太陽之井的淪陷,0,0,2,0
1700,泰蘭妲的晉升,0,0,0,5116
1701,黑海岸之戰,10084,6,2,5117
1702,寶庫搶劫,0,0,2,0
1703,諾姆瑞根,0,0,0,0
1704,受譴者的監守者,0,0,0,5117
1705,托達戈爾大脫逃,0,0,2,5117
1710,Prototype [DNT],10348,0,2,0
1711,靈魂獵殺,0,0,0,5117
1712,『譴罪之塔』托迦司,0,0,2,5281
1713,達薩亞洛之戰,0,3,26,0
1714,達薩亞洛之戰,0,3,26,0
1715,達薩亞洛之戰,0,3,26,0
1716,達薩亞洛之戰,0,3,26,0
1718,達薩亞洛之戰,0,3,26,0
1719,達薩亞洛之戰,0,3,26,0
1720,保護機具,10428,0,2,0
1721,信風與烏鴉：幻夢之林偵探,0,0,0,0
1722,失蹤的學徒,0,0,0,0
1724,斯坦索姆,0,0,0,0
1729,在赤紅雙翼的暗影中,0,0,0,0
1731,暴風城幻象,10488,0,2,5278
1732,吉爾尼斯的夢境,0,0,2,0
1733,奧格瑪幻象,10492,0,2,5278
1734,阻止行刑,0,0,10,0
1735,風暴邪淵,0,3,26,0
1736,永恆精華,0,0,0,0
1737,巨無霸硬刃殼,10052,0,0,0
1738,阻止行刑,0,0,10,0
1739,阻止行刑,0,0,10,0
1741,原始刺棘鉗擊蟹,10052,0,0,0
1742,嚙龍凶暴首領,10052,0,0,0
1743,巨猛盤淵蛇王,10052,0,0,0
1744,高大洞穴微光殼,10052,0,0,0
1745,年邁的海溝滑魟,10052,0,0,0
1746,侵略性的暗礁行者,10052,0,0,0
1747,可怕的巨鰻,10052,0,0,0
1754,來自深淵的呼喚,11383,0,0,0
1755,奪回熔爐,0,0,0,0
1756,機械岡行動,0,3,18,0
1757,納拉卡煞引擎,0,0,0,0
1759,折磨之境,0,0,2,0
1760,女王的召見,0,3,18,0
1761,虔信深淵,0,3,26,0
1762,群星之環,0,3,25,0
1763,『輻刃』,0,0,0,0
1764,黑翼陷窟,0,0,0,0
1765,廢坑市集,0,0,0,0
1766,恩若司的幻象,0,0,0,0
1767,謊言之主,0,0,0,0
1768,機械岡廢料場,0,1,19,0
1769,機械岡工坊,0,1,19,0
1770,機械岡行動 - 廢料場,0,3,18,0
1771,機械岡行動 - 工坊,0,3,18,0
1773,命運幻象,0,3,26,0
1774,獻祈大廳,0,3,26,0
1775,血肉贈禮,0,3,26,0
1776,清晰夢境,0,3,26,0
1777,黑石深淵,0,0,0,0
1779,暗槌城塞,0,0,18,0
1780,刺穿心臟,0,0,0,0
1781,夢境之末,0,0,0,0
1782,統御者之刃,0,0,0,0
1783,特那葛倫之戰,0,0,0,0
1784,靈憶之道,0,0,0,0
1785,尋找泰蘭妲‧語風,0,0,0,0
1786,血紅深淵,0,3,18,0
1788,血紅深淵,0,3,18,0
1789,血紅深淵,0,3,18,0
1790,大義,0,0,0,5361
1791,餘燼宴會,0,0,2,5349
1792,襲擊祭儀家族,0,0,0,0
1793,死靈戰地,0,3,18,0
1794,為醒覺林地而戰,0,0,2,0
1795,晉升之巔,0,3,18,0
1796,晉升之巔,0,1,19,0
1798,贖罪之殿,0,3,18,0
1799,贖罪之殿,0,3,18,0
1800,贖罪之殿,0,3,18,0
1801,死靈戰地,0,3,18,0
1802,死靈戰地,0,3,18,0
1803,晉升之路,0,0,2,5361
1804,瘟疫之臨,0,3,18,0
1805,瘟疫之臨,0,3,18,0
1806,瘟疫之臨,0,3,18,0
1808,統治勳章,0,0,0,0
1809,苦痛劇場,0,3,18,0
1811,苦痛劇場,0,3,18,0
1812,苦痛劇場,0,3,18,0
1813,特那希迷霧,0,1,19,0
1814,死靈戰地,0,1,19,0
1815,彼界境地,0,1,19,0
1816,贖罪之殿,0,1,19,0
1817,瘟疫之臨,0,1,19,0
1818,血紅深淵,0,1,19,0
1819,苦痛劇場,0,1,19,0
1820,餘燼宴會排練,0,0,2,5349
1826,晉升之路,0,0,2,5361
1827,彼界境地,0,3,18,0
1828,彼界境地,0,3,18,0
1829,彼界境地,0,3,18,0
1830,特那希迷霧,0,0,19,0
1832,特那希迷霧,0,0,19,0
1833,特那希迷霧,0,0,19,0
1836,『譴罪之塔』托迦司,0,0,2,0
1837,狩獵：噬魂者,0,0,2,5281
1838,狩獵：死亡元素,11525,0,2,5281
1839,狩獵：暗影獵犬,11525,0,2,5281
1842,『譴罪之塔』托迦司,0,0,2,5281
1845,狩獵：噬魂者,11525,0,2,5281
1846,吸血寶庫,0,3,26,0
1848,『譴罪之塔』托迦司,0,0,2,5281
1849,『譴罪之塔』托迦司,0,0,2,5281
1850,『譴罪之塔』托迦司,0,0,2,5281
1851,『譴罪之塔』托迦司,0,0,2,5281
1852,『譴罪之塔』托迦司,0,0,2,5281
1853,『譴罪之塔』托迦司,0,0,2,5281
1854,豐裕聖物盒,0,3,26,0
1855,血濃於石,0,3,26,0
1856,覲見傲慢之王,0,3,26,0
1857,『譴罪之塔』托迦司,0,0,2,5281
1859,『譴罪之塔』托迦司,0,0,2,5281
1860,『譴罪之塔』托迦司,0,0,2,5281
1861,『譴罪之塔』托迦司,0,0,2,5281
1863,『譴罪之塔』托迦司,0,0,2,5281
1865,『譴罪之塔』托迦司,0,0,2,5281
1866,『譴罪之塔』托迦司,0,0,2,5281
1867,『譴罪之塔』托迦司,0,0,2,5281
1868,『譴罪之塔』托迦司,0,0,2,5281
1869,『譴罪之塔』托迦司,0,0,2,5281
1870,『譴罪之塔』托迦司,0,0,2,5281
1871,『譴罪之塔』托迦司,0,0,2,5281
1872,『譴罪之塔』托迦司,0,0,2,5281
1873,『譴罪之塔』托迦司,0,0,2,5281
1874,『譴罪之塔』托迦司,0,0,2,5281
1875,『譴罪之塔』托迦司,0,0,2,5281
1876,『譴罪之塔』托迦司,0,0,2,5281
1877,『譴罪之塔』托迦司,0,0,2,5281
1878,『譴罪之塔』托迦司,0,0,2,5281
1879,『譴罪之塔』托迦司,0,0,2,5281
1880,『譴罪之塔』托迦司,0,0,2,5281
1881,『譴罪之塔』托迦司,0,0,2,5281
1882,『譴罪之塔』托迦司,0,0,2,5281
1883,『譴罪之塔』托迦司,0,0,2,5281
1884,『譴罪之塔』托迦司,0,0,2,5281
1885,『譴罪之塔』托迦司,0,0,2,5281
1886,『譴罪之塔』托迦司,0,0,2,5281
1887,『譴罪之塔』托迦司,0,0,2,5281
1888,『譴罪之塔』托迦司,0,0,2,5281
1889,『譴罪之塔』托迦司,0,0,2,5281
1890,『譴罪之塔』托迦司,0,0,2,5281
1891,『譴罪之塔』托迦司,0,0,2,5281
1892,『譴罪之塔』托迦司,0,0,2,5281
1893,『譴罪之塔』托迦司,0,0,2,5281
1894,『譴罪之塔』托迦司,0,0,2,5281
1895,『譴罪之塔』托迦司,0,0,2,5281
1896,『譴罪之塔』托迦司,0,0,2,5281
1897,『譴罪之塔』托迦司,0,0,2,5281
1898,『譴罪之塔』托迦司,0,0,2,5281
1899,『譴罪之塔』托迦司,0,0,2,5281
1900,『譴罪之塔』托迦司,0,0,2,5281
1901,『譴罪之塔』托迦司,0,0,2,5281
1902,『譴罪之塔』托迦司,0,0,2,5281
1903,『譴罪之塔』托迦司,0,0,2,5281
1904,『譴罪之塔』托迦司,0,0,2,5281
1905,『譴罪之塔』托迦司,0,0,2,5281
1906,『譴罪之塔』托迦司,0,0,2,5281
1907,『譴罪之塔』托迦司,0,0,2,5281
1908,『譴罪之塔』托迦司,0,0,2,5281
1909,『譴罪之塔』托迦司,0,0,2,5281
1910,『譴罪之塔』托迦司,0,0,2,5281
1911,『譴罪之塔』托迦司,0,0,2,5281
1912,『譴罪之塔』托迦司,0,0,2,5281
1913,狩獵：飛翼噬魂者,11525,0,2,5281
1914,獄主之怒,13569,0,2,0
1918,晉升之巔,0,3,18,0
1919,晉升之巔,0,3,18,0
1921,『譴罪之塔』托迦司,0,0,2,5281
1922,『譴罪之塔』托迦司,0,0,2,5281
1923,『譴罪之塔』托迦司,0,0,2,5281
1924,『譴罪之塔』托迦司,0,0,2,5281
1925,『譴罪之塔』托迦司,0,0,2,5281
1926,『譴罪之塔』托迦司,0,0,2,5281
1927,『譴罪之塔』托迦司,0,0,2,5281
1928,『譴罪之塔』托迦司,0,0,2,5281
1929,『譴罪之塔』托迦司,0,0,2,5281
1931,亞登曠野之戰,0,0,0,0
1933,『譴罪之塔』托迦司,0,0,2,5281
1934,托迦司折磨者,13648,0,2,0
1935,托迦司折磨者,13648,0,2,0
1936,托迦司折磨者,13648,0,2,0
1937,托迦司折磨者,13648,0,2,0
1938,托迦司折磨者,13648,0,2,0
1939,托迦司折磨者,13648,0,2,0
1940,托迦司折磨者,13648,0,2,0
1941,托迦司折磨者,13648,0,2,0
